episode,episode_reward,episode_is,completed,mean_loss,epsilon,steps,strategy,is_twap
0,-51.5006736550645,51.397267917835165,1,0.0,1.0,3,dqn,0
1,-76.14288709342532,76.14288709342532,1,0.0,1.0,1,dqn,0
2,-100.35329661168646,100.35329661168646,1,0.0,1.0,1,dqn,0
3,-60.73191243127155,60.594143149600654,1,0.0,1.0,3,dqn,0
4,-104.91090192767416,104.91090192767416,1,0.0,1.0,1,dqn,0
5,-47.396562693814204,47.396562693814204,1,0.0,1.0,2,dqn,0
6,-57.031772738966424,57.031772738966424,1,0.0,1.0,1,dqn,0
7,-84.97486705754437,84.39885049834446,1,0.0,1.0,5,dqn,0
8,-49.1619778282999,49.1619778282999,1,0.0,1.0,2,dqn,0
9,-48.67409017987872,48.60501714324528,1,0.0,1.0,3,dqn,0
10,-69.18465425041376,69.18465425041376,1,0.0,1.0,1,dqn,0
11,-48.72928195189888,48.607227673734684,1,0.0,1.0,10,dqn,0
12,-48.21508542576768,48.1805811572773,1,0.0,1.0,3,dqn,0
13,-48.099481875820516,48.06492686540054,1,0.0,1.0,3,dqn,0
14,-64.62494758553713,64.26178536094399,1,0.0,1.0,9,dqn,0
15,-49.796672276132696,49.55879303216908,1,0.0,1.0,9,dqn,0
16,-85.10654254057624,84.99896569206393,1,0.0,1.0,5,dqn,0
17,-74.32753129875238,74.3104576871896,1,0.0,1.0,3,dqn,0
18,-50.208677602672225,50.208677602672225,1,0.0,1.0,2,dqn,0
19,-60.181224592767535,60.181224592767535,1,0.0,1.0,2,dqn,0
20,-79.21246289819157,79.11052246737626,1,0.0,1.0,7,dqn,0
21,-57.28561879023175,57.28561879023175,1,0.0,1.0,2,dqn,0
22,-48.5213450796517,48.32084304927258,1,0.0,1.0,9,dqn,0
23,-71.43736695950281,71.35996249278188,1,0.0,1.0,3,dqn,0
24,-53.23943807355391,53.23943807355391,1,0.0,1.0,1,dqn,0
25,-58.108316184181774,58.108316184181774,1,0.0,1.0,1,dqn,0
26,-51.162039851671295,50.87240494635158,1,0.0,1.0,5,dqn,0
27,-70.32178637798636,70.09913692365062,1,0.0,1.0,11,dqn,0
28,-81.79872069402681,81.64314241835332,1,0.0,1.0,4,dqn,0
29,-80.02718274525817,79.75942640156495,1,0.0,1.0,13,dqn,0
30,-108.91375761928401,108.91375761928401,1,0.0,1.0,1,dqn,0
31,-77.99901640095186,77.99901640095186,1,0.0,1.0,2,dqn,0
32,-47.05470728688611,45.62728110710722,1,0.0,1.0,12,dqn,0
33,-65.7313086968827,65.7313086968827,1,0.0,1.0,1,dqn,0
34,-63.219714889889644,63.219714889889644,1,0.0,1.0,1,dqn,0
35,-66.29581417452368,65.68574890003065,1,0.0,1.0,8,dqn,0
36,-54.38949660048449,53.90716198382961,1,0.0,1.0,5,dqn,0
37,-58.48299883042074,58.48299883042074,1,0.0,1.0,2,dqn,0
38,-59.338119511402,59.338119511402,1,0.0,1.0,1,dqn,0
39,-49.45846737751225,49.45846737751225,1,0.0,1.0,2,dqn,0
