episode,episode_reward,episode_is,completed,mean_loss,epsilon,steps,strategy,is_twap
0,-916.1087034050049,898.1485432487549,1,0.0,1.0,10,dqn,0
1,-1252.5333974239547,1252.056897423955,1,0.0,1.0,10,dqn,0
2,-1011.6957144374911,1011.0212144374909,1,0.0,1.0,8,dqn,0
3,-1903.1937718098977,1903.134438476564,1,0.0,1.0,7,dqn,0
4,-784.0523461123261,808.0049538597218,1,0.0,1.0,5,dqn,0
5,-932.7715223360208,932.5690223360208,1,0.0,1.0,6,dqn,0
6,-1669.5487773810305,1663.0480547247803,1,0.0,1.0,5,dqn,0
7,-652.3942552957599,662.1538208882077,1,0.0,1.0,11,dqn,0
8,-1657.8443973747376,1630.4550477653625,1,0.0,1.0,10,dqn,0
9,-1060.171062513401,1059.986062513401,1,0.0,1.0,5,dqn,0
10,-2192.1531421363866,2192.082642136387,1,0.0,1.0,11,dqn,0
11,-2190.6705860342936,2191.4138112947094,1,0.0,1.0,10,dqn,0
12,-2186.9729755432472,2189.906709104445,1,0.0,1.0,7,dqn,0
13,-2191.016823293852,2190.954823293852,1,0.0,1.0,8,dqn,0
14,-1157.2155639731523,1156.773563973152,1,0.0,1.0,9,dqn,0
15,-683.7846565032164,683.021823169883,1,0.0,1.0,6,dqn,0
16,-1438.2501970535245,1443.7447139806077,1,0.0,1.0,7,dqn,0
17,-1903.2449532961555,1902.327501473239,1,0.0,1.0,8,dqn,0
18,-1509.897948836442,1509.8579781333174,1,0.0,1.0,8,dqn,0
19,-1696.3608405569464,1696.1928405569465,1,0.0,1.0,6,dqn,0
20,-1110.6023919730183,1112.6981496227577,1,0.0,1.0,7,dqn,0
21,-1078.57819139279,1078.36669139279,1,0.0,1.0,9,dqn,0
22,-883.3375849700426,885.0988066497299,1,0.0,1.0,7,dqn,0
23,-964.9004849452515,947.1400409348348,1,0.0,1.0,7,dqn,0
24,-2509.6624755858556,2509.6624755858556,1,0.0,1.0,1,dqn,0
25,-988.2862616462854,987.6428983650352,1,0.0,1.0,16,dqn,0
26,-834.0877581637634,834.1217067314717,1,0.0,1.0,11,dqn,0
27,-2501.83746337882,2501.83746337882,1,0.0,1.0,1,dqn,0
28,-1601.6524681174367,1530.1508997580618,1,0.0,1.0,2,dqn,0
29,-1376.1193063045587,1373.9444269100275,1,0.0,1.0,3,dqn,0
30,-818.7385702584745,816.9758576933707,1,0.0,1.0,13,dqn,0
31,-679.0326950450124,689.4366657481374,1,0.0,1.0,16,dqn,0
32,-1421.7637451508238,1403.9358323904073,1,0.0,1.0,8,dqn,0
33,-1061.2996573199298,1055.1042758095134,1,0.0,1.0,13,dqn,0
34,-995.7042373105155,993.4232815813488,1,0.0,1.0,16,dqn,0
35,-1189.9911391737155,1197.4588672010593,1,0.0,1.0,7,dqn,0
36,-1642.4735027429342,1642.3756694096005,1,0.0,1.0,7,dqn,0
37,-1627.9016950675461,1627.494861734213,1,0.0,1.0,11,dqn,0
38,-1469.9053383735672,1469.8125050402336,1,0.0,1.0,6,dqn,0
39,-1025.8577636762423,1025.6790970095756,1,0.0,1.0,3,dqn,0
40,-1897.300953350091,1896.3152386691013,1,0.0,1.0,9,dqn,0
41,-601.230912152624,605.5582705510615,1,0.0,1.0,5,dqn,0
42,-1531.519407628409,1531.400407628409,1,0.0,1.0,2,dqn,0
43,-1375.771118250214,1373.7045324754745,1,0.0,1.0,5,dqn,0
44,-1304.395729568048,1304.2723864690895,1,0.0,1.0,6,dqn,0
45,-928.8001032356203,911.4302907356204,1,0.0,1.0,10,dqn,0
46,-2514.662475585851,2514.662475585851,1,0.0,1.0,1,dqn,0
47,-1235.7034587194858,1229.8924190059442,1,0.0,1.0,12,dqn,0
48,-885.6760968412678,851.7481526680907,1,0.0,1.0,7,dqn,0
49,-992.3735613147361,991.6939350126527,1,0.0,1.0,4,dqn,0
50,-784.4610609793252,723.0338248139608,1,0.0,1.0,13,dqn,0
51,-506.90481328304884,505.71097994971547,1,0.0,1.0,14,dqn,0
52,-2190.6269828953773,2191.6207743992836,1,0.0,1.0,7,dqn,0
53,-1667.912707592708,1674.1583128986974,1,0.0,1.0,5,dqn,0
54,-1055.2436558541842,1054.8414891875177,1,0.0,1.0,8,dqn,0
55,-1022.5002822930205,1021.705894597708,1,0.0,1.0,11,dqn,0
56,-1231.7283633120162,1231.5466966453494,1,0.0,1.0,5,dqn,0
57,-997.5738257554951,997.0183257554951,1,0.0,1.0,12,dqn,0
58,-1659.0550504351488,1648.4292717893152,1,0.0,1.0,8,dqn,0
59,-1351.4592793782585,1321.37716674805,1,0.0,1.0,2,dqn,0
60,-873.6179745737267,872.2661412403933,1,0.0,1.0,8,dqn,0
61,-738.0787404852676,739.4326936102676,1,0.0,1.0,13,dqn,0
62,-695.0712044406392,703.5935130343892,1,0.0,1.0,12,dqn,0
63,-2514.41253662108,2514.41253662108,1,0.0,1.0,1,dqn,0
64,-1747.6314997410786,1712.143932358266,1,0.0,1.0,2,dqn,0
65,-946.0333034479335,918.4144398411626,1,0.0,1.0,7,dqn,0
66,-1063.564681916259,1063.059515249592,1,0.0,1.0,7,dqn,0
67,-1664.5309990681349,1663.8080596150098,1,0.0,1.0,6,dqn,0
68,-1170.5020301261288,1168.9659692537327,1,0.0,1.0,14,dqn,0
69,-1665.1134414736553,1679.2622910830303,1,0.0,1.0,10,dqn,0
70,-731.9068763070776,722.9909430388485,1,0.0,1.0,9,dqn,0
71,-2514.612426757708,2514.612426757708,1,0.0,1.0,1,dqn,0
72,-1123.4436900477124,1116.293446232608,1,0.0,1.0,7,dqn,0
73,-1193.8875569086897,1190.1266467524401,1,0.0,1.0,10,dqn,0
74,-1202.4270537650066,1198.591145561882,1,0.0,1.0,10,dqn,0
