episode,step,t,remaining_inventory,action,exec_price,mid_price,reward,env_reward,is_twap,executed_qty,forced_qty,step_is,leftover_penalty
0,0,1,750.0,1,1006.0858299636841,1006.7150268554688,-157.29922294616472,-157.29922294616472,0,250.0,0.0,157.29922294616472,0.0
0,1,2,750.0,0,1006.7150268554688,1006.7150268554688,-0.0,0.0,0,0.0,0.0,0.0,0.0
0,2,3,0.0,4,1004.7145646324158,1006.6649780273438,-1462.8100461959832,-1500.3466672897332,0,750.0,0.0,1462.8100461959832,0.0
1,0,1,0.0,4,1003.3204344177246,1005.8350219726562,-2514.587554931609,-2514.587554931609,0,1000.0,0.0,2514.587554931609,0.0
