episode,episode_reward,episode_is,episode_env_reward,episode_hold_penalty,episode_leftover_penalty,completed,mean_loss,epsilon,steps,strategy,is_twap
48,-56.153519711009075,49.404608992871715,-49.404608992871715,6.748910718137359,0.0,1,17.800160884857178,0.99867,4,dqn2_is_aligned,0
49,-84.63517608078793,83.2875693703826,-83.2875693703826,1.347606710405322,0.0,1,15.867380142211914,0.99772,5,dqn2_is_aligned,0
50,-85.86316239782852,84.42781603552395,-84.42781603552395,1.435346362304566,0.0,1,17.56163191795349,0.99696,4,dqn2_is_aligned,0
51,-62.264945810724726,62.264945810724726,-62.264945810724726,0.0,0.0,1,16.815147399902344,0.99677,1,dqn2_is_aligned,0
52,-56.079805717587305,56.079805717587305,-56.079805717587305,0.0,0.0,1,18.370738983154297,0.99658,1,dqn2_is_aligned,0
53,-80.38329970900456,77.21144286263427,-77.21144286263427,3.1718568463703023,0.0,1,16.370068277631486,0.99525,7,dqn2_is_aligned,0
54,-88.81219550874732,86.81389580005572,-86.81389580005572,1.9982997086916117,0.0,1,19.410581588745117,0.99487,2,dqn2_is_aligned,0
55,-147.62082696724121,147.62082696724121,-147.62082696724121,0.0,0.0,1,16.142820358276367,0.99468,1,dqn2_is_aligned,0
56,-72.79152096488406,66.80645894493509,-66.80645894493509,5.985062019948964,0.0,1,17.188222885131836,0.99411,3,dqn2_is_aligned,0
57,-61.06913144530562,53.333835515368875,-53.333835515368875,7.735295929936749,0.0,1,17.39169406890869,0.99335,4,dqn2_is_aligned,0
58,-79.68077224929561,64.50057402823248,-64.50057402823248,15.180198221063135,0.0,1,17.50021807352702,0.9905,15,dqn2_is_aligned,0
59,-59.067161459534645,58.067900532380534,-58.067900532380534,0.9992609271541091,0.0,1,20.174074172973633,0.99012,2,dqn2_is_aligned,0
60,-49.72171844497808,49.72171844497808,-49.72171844497808,0.0,0.0,1,16.578142166137695,0.98993,1,dqn2_is_aligned,0
61,-74.98260136733265,68.98421558565465,-68.98421558565465,5.998385781677989,0.0,1,15.263108491897583,0.98917,4,dqn2_is_aligned,0
62,-79.01829433303979,76.00631666658586,-76.00631666658586,3.011977666453933,0.0,1,18.654478708902996,0.9886,3,dqn2_is_aligned,0
63,-51.26650326742269,49.351903867817114,-49.351903867817114,1.9145993996055852,0.0,1,16.59363799624973,0.98689,9,dqn2_is_aligned,0
64,-57.97064382373662,47.93230192071535,-47.93230192071535,10.03834190302128,0.0,1,15.699926512581962,0.98556,7,dqn2_is_aligned,0
65,-54.434209053878384,52.432451973260186,-52.432451973260186,2.0017570806181992,0.0,1,17.531530380249023,0.9851800000000001,2,dqn2_is_aligned,0
66,-52.227684562026866,52.227684562026866,-52.227684562026866,0.0,0.0,1,15.401663780212402,0.98499,1,dqn2_is_aligned,0
67,-70.47086402526402,65.96989516674704,-65.96989516674704,4.500968858516978,0.0,1,13.33071486155192,0.98442,3,dqn2_is_aligned,0
68,-55.02948701019556,49.99442108124563,-49.99442108124563,5.035065928949938,0.0,1,15.189356909857857,0.98271,9,dqn2_is_aligned,0
69,-53.598668201889055,48.35096420638541,-48.35096420638541,5.247703995503647,0.0,1,16.617279052734375,0.98195,4,dqn2_is_aligned,0
70,-81.58870553372769,78.75346123824599,-78.75346123824599,2.8352442954816963,0.0,1,12.874193032582602,0.98081,6,dqn2_is_aligned,0
71,-61.305252088236315,55.49258136948849,-55.49258136948849,5.812670718747822,0.0,1,14.748826185862223,0.97967,6,dqn2_is_aligned,0
72,-86.81176929518665,85.8111542681197,-85.8111542681197,1.0006150270669527,0.0,1,16.069921493530273,0.97929,2,dqn2_is_aligned,0
73,-55.918769291662386,52.433805549573975,-52.433805549573975,3.484963742088405,0.0,1,14.078871154785157,0.97834,5,dqn2_is_aligned,0
74,-66.71396789564996,54.199479702627755,-54.199479702627755,12.514488193022203,0.0,1,13.575954818725586,0.97644,10,dqn2_is_aligned,0
75,-53.792012192493864,50.6427849503191,-50.6427849503191,3.149227242174764,0.0,1,12.975175250660289,0.97435,11,dqn2_is_aligned,0
76,-56.31225085985138,50.544601860681084,-50.544601860681084,5.767648999170289,0.0,1,11.310058307647704,0.97245,10,dqn2_is_aligned,0
77,-65.54049174725662,65.54049174725662,-65.54049174725662,0.0,0.0,1,9.233746528625488,0.97226,1,dqn2_is_aligned,0
78,-59.28979006384745,52.61110703998102,-52.61110703998102,6.678683023866423,0.0,1,12.814559664045062,0.97093,7,dqn2_is_aligned,0
79,-59.954285132097155,48.694967330152394,-48.694967330152394,11.259317801944757,0.0,1,11.213987731933594,0.96998,5,dqn2_is_aligned,0
80,-64.34321503919736,56.337422515873925,-56.337422515873925,8.005792523323436,0.0,1,9.753620147705078,0.96941,3,dqn2_is_aligned,0
81,-55.161679123442326,47.61368280120553,-47.61368280120553,7.547996322236791,0.0,1,11.778807640075684,0.96789,8,dqn2_is_aligned,0
82,-52.0727044346998,52.0727044346998,-52.0727044346998,0.0,0.0,1,12.095986366271973,0.9677,1,dqn2_is_aligned,0
83,-59.04442198607995,59.04442198607995,-59.04442198607995,0.0,0.0,1,8.148155212402344,0.96751,1,dqn2_is_aligned,0
84,-62.32074955077865,53.33846322794322,-53.33846322794322,8.982286322835424,0.0,1,10.013118505477905,0.96675,4,dqn2_is_aligned,0
85,-102.30614599925012,101.30816976713497,-101.30816976713497,0.9979762321151566,0.0,1,12.25944185256958,0.96637,2,dqn2_is_aligned,0
86,-58.162472509777736,49.65145158784222,-49.65145158784222,8.511020921935517,0.0,1,10.057811164855957,0.96542,5,dqn2_is_aligned,0
87,-97.5113647077873,91.76508641116183,-91.76508641116183,5.74627829662546,0.0,1,10.448517322540283,0.96466,4,dqn2_is_aligned,0
88,-70.06018650740774,59.715503101491734,-59.715503101491734,10.344683405915996,0.0,1,10.005620098114013,0.9627600000000001,10,dqn2_is_aligned,0
89,-58.88226134526378,52.665922987944924,-52.665922987944924,6.216338357318848,0.0,1,10.130953181873668,0.96067,11,dqn2_is_aligned,0
90,-120.33491185614764,120.33491185614764,-120.33491185614764,0.0,0.0,1,10.157954216003418,0.96048,1,dqn2_is_aligned,0
91,-80.44432842206614,77.57792040019905,-77.57792040019905,2.866408021867091,0.0,1,8.780466198921204,0.95972,4,dqn2_is_aligned,0
92,-55.836979410019396,50.836600547047084,-50.836600547047084,5.00037886297231,0.0,1,9.673704465230307,0.95915,3,dqn2_is_aligned,0
93,-53.237042588592665,49.23235746417731,-49.23235746417731,4.00468512441535,0.0,1,12.231827735900879,0.95877,2,dqn2_is_aligned,0
94,-107.98601153746789,106.9851065848475,-106.9851065848475,1.0009049526203873,0.0,1,11.333126068115234,0.95839,2,dqn2_is_aligned,0
95,-66.02302812969074,57.090242997015395,-57.090242997015395,8.932785132675349,0.0,1,10.351473689079285,0.95687,8,dqn2_is_aligned,0
96,-59.06423012067989,51.04844451349841,-51.04844451349841,8.015785607181469,0.0,1,9.366693019866943,0.95535,8,dqn2_is_aligned,0
97,-53.30523574526723,46.37571178503798,-46.37571178503798,6.929523960229257,0.0,1,10.284507751464844,0.95459,4,dqn2_is_aligned,0
98,-104.02713805811459,104.02713805811459,-104.02713805811459,0.0,0.0,1,8.973309516906738,0.9544,1,dqn2_is_aligned,0
99,-50.33426547176134,50.33426547176134,-50.33426547176134,0.0,0.0,1,10.721055030822754,0.95421,1,dqn2_is_aligned,0
100,-89.76945207844575,85.5137339830793,-85.5137339830793,4.255718095366442,0.0,1,9.387065291404724,0.95345,4,dqn2_is_aligned,0
101,-85.82655289999524,84.82353288519384,-84.82353288519384,1.0030200148014001,0.0,1,8.915469884872437,0.95307,2,dqn2_is_aligned,0
102,-51.12659198421422,49.26258974842921,-49.26258974842921,1.8640022357850123,0.0,1,9.506845553716024,0.95193,6,dqn2_is_aligned,0
103,-55.22934107943429,52.472228209423804,-52.472228209423804,2.757112870010482,0.0,1,9.258368492126465,0.95079,6,dqn2_is_aligned,0
104,-122.37995622714948,122.37995622714948,-122.37995622714948,0.0,0.0,1,9.147740364074707,0.9506,1,dqn2_is_aligned,0
105,-81.68269882415797,78.68529458690254,-78.68529458690254,2.997404237255418,0.0,1,7.151994943618774,0.95022,2,dqn2_is_aligned,0
106,-85.0240480997676,79.96049859920807,-79.96049859920807,5.063549500559522,0.0,1,9.282206603458949,0.94889,7,dqn2_is_aligned,0
107,-85.65655156255661,82.66056850963466,-82.66056850963466,2.9959830529219422,0.0,1,8.611609935760498,0.94813,4,dqn2_is_aligned,0
108,-57.87890963498515,51.158234652280825,-51.158234652280825,6.72067498270432,0.0,1,8.882049226760865,0.94623,10,dqn2_is_aligned,0
109,-100.22285253164588,91.20982386872178,-91.20982386872178,9.013028662924093,0.0,1,7.390616416931152,0.94547,4,dqn2_is_aligned,0
110,-76.57045518340706,69.36111064544619,-69.36111064544619,7.209344537960875,0.0,1,8.699112017949423,0.94433,6,dqn2_is_aligned,0
111,-80.96876567936711,72.46327565061988,-72.46327565061988,8.505490028747236,0.0,1,8.370290279388428,0.94319,6,dqn2_is_aligned,0
112,-105.65161530509266,95.66410721169483,-95.66410721169483,9.987508093397842,0.0,1,9.29184079170227,0.94243,4,dqn2_is_aligned,0
113,-121.4714177956719,113.47101202147769,-113.47101202147769,8.000405774194201,0.0,1,9.556173960367838,0.94186,3,dqn2_is_aligned,0
114,-76.17451585531782,70.29222334463202,-70.29222334463202,5.882292510685802,0.0,1,7.632269477844238,0.94091,5,dqn2_is_aligned,0
115,-64.54293929161992,64.54293929161992,-64.54293929161992,0.0,0.0,1,10.14968490600586,0.94072,1,dqn2_is_aligned,0
116,-107.15597818197864,107.15597818197864,-107.15597818197864,0.0,0.0,1,10.457826614379883,0.94053,1,dqn2_is_aligned,0
117,-53.528576151335486,49.5352395515134,-49.5352395515134,3.9933365998220878,0.0,1,7.182359536488851,0.93996,3,dqn2_is_aligned,0
118,-91.60842103311526,84.36256343755522,-84.36256343755522,7.245857595560042,0.0,1,8.1979474067688,0.93901,5,dqn2_is_aligned,0
119,-100.49385257173682,97.32284139365095,-97.32284139365095,3.171011178085901,0.0,1,7.427472451153924,0.9357800000000001,17,dqn2_is_aligned,0
120,-61.77837224558402,52.019665394755734,-52.019665394755734,9.758706850828299,0.0,1,7.05857744216919,0.93483,5,dqn2_is_aligned,0
121,-53.58513969817835,53.58513969817835,-53.58513969817835,0.0,0.0,1,7.958242416381836,0.93464,1,dqn2_is_aligned,0
122,-53.098409917266004,46.87753123287794,-46.87753123287794,6.220878684388062,0.0,1,7.08652647336324,0.9335,6,dqn2_is_aligned,0
123,-58.87008521622546,54.87456097658594,-54.87456097658594,3.9955242396395194,0.0,1,8.262933731079102,0.93312,2,dqn2_is_aligned,0
124,-64.4552846005787,61.21024867522398,-61.21024867522398,3.2450359253547183,0.0,1,6.929971218109131,0.93236,4,dqn2_is_aligned,0
125,-52.76251463344853,49.26726624358588,-49.26726624358588,3.4952483898626534,0.0,1,7.555888493855794,0.93179,3,dqn2_is_aligned,0
126,-51.61591710442082,51.61591710442082,-51.61591710442082,0.0,0.0,1,6.536560535430908,0.9316,1,dqn2_is_aligned,0
127,-59.029621403325905,59.029621403325905,-59.029621403325905,0.0,0.0,1,6.071326732635498,0.93141,1,dqn2_is_aligned,0
128,-74.45974727144967,72.42027963639417,-72.42027963639417,2.039467635055492,0.0,1,7.82152339390346,0.93008,7,dqn2_is_aligned,0
129,-60.26451667591236,50.39575453694549,-50.39575453694549,9.86876213896688,0.0,1,7.5899330377578735,0.92856,8,dqn2_is_aligned,0
130,-79.34542614156133,73.16724081088778,-73.16724081088778,6.178185330673569,0.0,1,6.408685636520386,0.92666,10,dqn2_is_aligned,0
131,-57.35215168268505,53.38429706744195,-53.38429706744195,3.9678546152431027,0.0,1,7.280991607242161,0.92495,9,dqn2_is_aligned,0
132,-92.04638762806633,90.04718808834866,-90.04718808834866,1.9991995397176647,0.0,1,6.368563890457153,0.92457,2,dqn2_is_aligned,0
133,-56.49465572119917,48.2612736815275,-48.2612736815275,8.233382039671676,0.0,1,7.563376545906067,0.92381,4,dqn2_is_aligned,0
134,-82.61625299202892,81.09630403145378,-81.09630403145378,1.519948960575135,0.0,1,6.643171310424805,0.92267,6,dqn2_is_aligned,0
135,-104.87405222237993,103.38653163906325,-103.38653163906325,1.487520583316682,0.0,1,5.9891280174255375,0.92172,5,dqn2_is_aligned,0
136,-58.6521492165677,52.6196796511458,-52.6196796511458,6.032469565421897,0.0,1,6.810219645500183,0.91944,12,dqn2_is_aligned,0
137,-92.35142567339769,82.8505368082453,-82.8505368082453,9.500888865152397,0.0,1,5.664648818969726,0.91849,5,dqn2_is_aligned,0
138,-56.74632237915062,52.75896912332456,-52.75896912332456,3.9873532558260605,0.0,1,6.191887140274048,0.91811,2,dqn2_is_aligned,0
139,-53.75163246484679,50.75331599722688,-50.75331599722688,2.9983164676199134,0.0,1,4.85937746365865,0.91754,3,dqn2_is_aligned,0
140,-76.8624724664358,69.365670305913,-69.365670305913,7.496802160522812,0.0,1,5.71004707472665,0.91621,7,dqn2_is_aligned,0
141,-82.58466386084939,80.0799187872606,-80.0799187872606,2.504745073588804,0.0,1,5.702835400899251,0.91564,3,dqn2_is_aligned,0
142,-104.0462171120852,100.05059792720061,-100.05059792720061,3.9956191848845823,0.0,1,4.288355469703674,0.91526,2,dqn2_is_aligned,0
143,-57.36184192880113,55.36057325875987,-55.36057325875987,2.0012686700412625,0.0,1,4.485046784083049,0.91469,3,dqn2_is_aligned,0
144,-56.45909302695306,47.97749860376406,-47.97749860376406,8.481594423189009,0.0,1,5.486327595180935,0.91298,9,dqn2_is_aligned,0
145,-55.003462708992544,47.10075989437097,-47.10075989437097,7.902702814621591,0.0,1,5.115084116275494,0.91051,13,dqn2_is_aligned,0
146,-56.97613383127961,49.472772503805544,-49.472772503805544,7.503361327474065,0.0,1,3.4080214500427246,0.9097500000000001,4,dqn2_is_aligned,0
147,-115.70383026548825,115.70383026548825,-115.70383026548825,0.0,0.0,1,5.048409938812256,0.90956,1,dqn2_is_aligned,0
148,-106.1449334060407,99.90082304665364,-99.90082304665364,6.244110359387068,0.0,1,4.397656106948853,0.90861,5,dqn2_is_aligned,0
149,-59.799812714051086,56.804556059107725,-56.804556059107725,2.9952566549433635,0.0,1,6.181741952896118,0.90823,2,dqn2_is_aligned,0
150,-138.43561444807762,138.43561444807762,-138.43561444807762,0.0,0.0,1,4.007630348205566,0.90804,1,dqn2_is_aligned,0
151,-94.56217557182696,91.56865693617533,-91.56865693617533,2.993518635651624,0.0,1,4.521675705909729,0.90766,2,dqn2_is_aligned,0
152,-55.30028458888923,53.297958988682836,-53.297958988682836,2.002325600206388,0.0,1,4.23470938205719,0.90728,2,dqn2_is_aligned,0
153,-87.38513073544783,83.23904872158074,-83.23904872158074,4.146082013867094,0.0,1,4.46559821234809,0.90557,9,dqn2_is_aligned,0
154,-55.29319874384641,48.33508602398335,-48.33508602398335,6.958112719863066,0.0,1,3.8646815021832785,0.90329,12,dqn2_is_aligned,0
155,-60.059574971907736,55.057424029751445,-55.057424029751445,5.002150942156288,0.0,1,4.5009331703186035,0.90272,3,dqn2_is_aligned,0
156,-72.80084991468549,70.59779558287993,-70.59779558287993,2.203054331805564,0.0,1,3.5277844965457916,0.9012,8,dqn2_is_aligned,0
157,-52.78396865531931,52.78396865531931,-52.78396865531931,0.0,0.0,1,4.912895679473877,0.90101,1,dqn2_is_aligned,0
158,-53.08947391876624,51.089269185702335,-51.089269185702335,2.0002047330639035,0.0,1,4.102583408355713,0.90063,2,dqn2_is_aligned,0
159,-57.18949508531424,46.61736689074097,-46.61736689074097,10.572128194573265,0.0,1,3.983473030726115,0.89778,15,dqn2_is_aligned,0
160,-61.544044675635234,61.544044675635234,-61.544044675635234,0.0,0.0,1,3.943227529525757,0.89759,1,dqn2_is_aligned,0
161,-100.71260513354474,100.71260513354474,-100.71260513354474,0.0,0.0,1,3.317094087600708,0.8974,1,dqn2_is_aligned,0
162,-55.68539847187887,47.57813343159964,-47.57813343159964,8.107265040279225,0.0,1,3.3289281021464956,0.89531,11,dqn2_is_aligned,0
163,-54.042477894925185,50.04705316714464,-50.04705316714464,3.9954247277805424,0.0,1,3.9585511684417725,0.89436,5,dqn2_is_aligned,0
164,-49.3234562938909,49.3234562938909,-49.3234562938909,0.0,0.0,1,2.2121243476867676,0.89417,1,dqn2_is_aligned,0
165,-75.7913371857386,66.51236349919816,-66.51236349919816,9.278973686540436,0.0,1,3.934662239892142,0.89284,7,dqn2_is_aligned,0
166,-69.98295338848612,65.9815766996914,-65.9815766996914,4.001376688794725,0.0,1,3.686700940132141,0.89246,2,dqn2_is_aligned,0
167,-128.0540556144345,128.0540556144345,-128.0540556144345,0.0,0.0,1,2.5111703872680664,0.89227,1,dqn2_is_aligned,0
168,-46.04977537223931,46.04977537223931,-46.04977537223931,0.0,0.0,1,2.8571200370788574,0.89208,1,dqn2_is_aligned,0
169,-119.97066193487171,119.97066193487171,-119.97066193487171,0.0,0.0,1,2.5531747341156006,0.89189,1,dqn2_is_aligned,0
170,-55.258493890065665,52.26367158309131,-52.26367158309131,2.9948223069743594,0.0,1,1.8039602637290955,0.89151,2,dqn2_is_aligned,0
171,-54.086964306525005,50.68678179082109,-50.68678179082109,3.400182515703919,0.0,1,3.636100640663734,0.88904,13,dqn2_is_aligned,0
172,-63.41478504313777,49.91020824961549,-49.91020824961549,13.504576793522268,0.0,1,3.3151290233318624,0.88657,13,dqn2_is_aligned,0
173,-86.082620027547,73.10305616788071,-73.10305616788071,12.979563859666294,0.0,1,3.744776507218679,0.88543,6,dqn2_is_aligned,0
174,-64.25782761851906,64.25782761851906,-64.25782761851906,0.0,0.0,1,3.2104973793029785,0.88524,1,dqn2_is_aligned,0
175,-54.77005794720535,50.23124087301723,-50.23124087301723,4.538817074188127,0.0,1,3.259053485734122,0.88391,7,dqn2_is_aligned,0
176,-59.38205896611882,50.40036024838065,-50.40036024838065,8.981698717738157,0.0,1,3.5347129662831622,0.88106,15,dqn2_is_aligned,0
177,-76.76945601841842,58.767455974844324,-58.767455974844324,18.0020000435741,0.0,1,2.926931229504672,0.87897,11,dqn2_is_aligned,0
178,-81.88819964093409,79.88561659544757,-79.88561659544757,2.0025830454865203,0.0,1,2.4615293741226196,0.87859,2,dqn2_is_aligned,0
179,-73.88200816846887,67.55547077038416,-67.55547077038416,6.326537398084724,0.0,1,2.600323353494917,0.87726,7,dqn2_is_aligned,0
180,-55.8984083196421,55.8984083196421,-55.8984083196421,0.0,0.0,1,2.380723476409912,0.87707,1,dqn2_is_aligned,0
181,-140.21308915916674,132.21027031438126,-132.21027031438126,8.002818844785482,0.0,1,3.0798012415568032,0.8765000000000001,3,dqn2_is_aligned,0
182,-83.08918320314153,71.19097334867588,-71.19097334867588,11.898209854465653,0.0,1,3.2781232992808023,0.87479,9,dqn2_is_aligned,0
183,-77.33757954121101,74.00442847441086,-74.00442847441086,3.33315106680013,0.0,1,3.186609983444214,0.87251,12,dqn2_is_aligned,0
184,-114.714952126078,100.69220299401138,-100.69220299401138,14.022749132066618,0.0,1,3.1238282203674315,0.87156,5,dqn2_is_aligned,0
185,-50.59730163518371,47.38030595224026,-47.38030595224026,3.2169956829434456,0.0,1,3.7961958249409995,0.86985,9,dqn2_is_aligned,0
186,-57.262913101438706,53.25891111603909,-53.25891111603909,4.004001985399616,0.0,1,2.6148641109466553,0.86947,2,dqn2_is_aligned,0
187,-50.44982197758943,49.450062853887644,-49.450062853887644,0.9997591237017859,0.0,1,2.1385092735290527,0.86909,2,dqn2_is_aligned,0
188,-74.20374170680877,72.20391578576013,-72.20391578576013,1.999825921048638,0.0,1,2.5181044340133667,0.86871,2,dqn2_is_aligned,0
189,-131.90510231963515,131.90510231963515,-131.90510231963515,0.0,0.0,1,4.412456035614014,0.86852,1,dqn2_is_aligned,0
190,-54.703267904667634,50.202923599680815,-50.202923599680815,4.500344304986816,0.0,1,3.2942542135715485,0.86776,4,dqn2_is_aligned,0
191,-73.2001932687958,64.95535303242661,-64.95535303242661,8.244840236369178,0.0,1,3.222605029741923,0.86662,6,dqn2_is_aligned,0
192,-73.92489314526487,70.55452199915906,-70.55452199915906,3.3703711461058097,0.0,1,3.424490213394165,0.86548,6,dqn2_is_aligned,0
193,-107.0578951307084,107.0578951307084,-107.0578951307084,0.0,0.0,1,3.608660936355591,0.86529,1,dqn2_is_aligned,0
194,-103.55026476056395,103.55026476056395,-103.55026476056395,0.0,0.0,1,3.401845693588257,0.8651,1,dqn2_is_aligned,0
195,-102.93565156880457,88.96643669749729,-88.96643669749729,13.969214871307285,0.0,1,3.1416521867116294,0.86339,9,dqn2_is_aligned,0
196,-91.98564513729912,86.47386236446555,-86.47386236446555,5.51178277283357,0.0,1,2.6316362023353577,0.86263,4,dqn2_is_aligned,0
197,-54.56471896201885,53.15197752564343,-53.15197752564343,1.412741436375414,0.0,1,3.1510426104068756,0.86111,8,dqn2_is_aligned,0
198,-50.16891505253085,50.16891505253085,-50.16891505253085,0.0,0.0,1,2.6689653396606445,0.86092,1,dqn2_is_aligned,0
199,-56.34259755396303,49.30404298987129,-49.30404298987129,7.038554564091738,0.0,1,3.001325567563375,0.85921,9,dqn2_is_aligned,0
200,-84.85216970007531,81.73149967282876,-81.73149967282876,3.120670027246555,0.0,1,2.932061791419983,0.85826,5,dqn2_is_aligned,0
