episode,step,t,remaining_inventory,action,exec_price,mid_price,reward,env_reward,is_twap,executed_qty,forced_qty,step_is,hold_penalty,leftover_penalty
30,1,2,500.0,0,nan,99.52,-2.9940866158967796,-0.0,0,0.0,0.0,0.0,2.9940866158967796,0.0
30,2,3,500.0,0,nan,99.49000000000001,-2.9940866158967796,-0.0,0,0.0,0.0,0.0,2.9940866158967796,0.0
30,3,4,500.0,0,nan,99.41,-2.9940866158967796,-0.0,0,0.0,0.0,0.0,2.9940866158967796,0.0
30,4,5,500.0,0,nan,99.25,-2.9940866158967796,-0.0,0,0.0,0.0,0.0,2.9940866158967796,0.0
30,5,6,0.0,1,99.0803047149259,99.11,-14.847642537048955,-14.847642537048955,0,500.0,0.0,14.847642537048955,0.0,0.0
31,0,1,0.0,1,100.00869030322026,100.04038888675866,-15.849291769200136,-15.849291769200136,0,500.0,0.0,15.849291769200136,0.0,0.0
32,0,1,500.0,0,nan,100.02744832202745,-3.0008234496608237,-0.0,0,0.0,0.0,0.0,3.0008234496608237,0.0
32,1,2,0.0,1,100.30079964540178,100.33,-14.600177299108452,-14.600177299108452,0,500.0,0.0,14.600177299108452,0.0,0.0
33,0,1,0.0,1,99.85425707056326,99.88641137397914,-16.077151707939663,-16.077151707939663,0,500.0,0.0,16.077151707939663,0.0,0.0
34,0,1,0.0,1,99.96954568685102,99.99896108146545,-14.707697307215994,-14.707697307215994,0,500.0,0.0,14.707697307215994,0.0,0.0
35,0,1,0.0,1,100.08176724204785,100.11256767937098,-15.400218661568488,-15.400218661568488,0,500.0,0.0,15.400218661568488,0.0,0.0
36,0,1,500.0,0,nan,99.9121705927972,-2.997365117783916,-0.0,0,0.0,0.0,0.0,2.997365117783916,0.0
36,1,2,0.0,1,100.02984492153305,100.06,-15.077539233473658,-15.077539233473658,0,500.0,0.0,15.077539233473658,0.0,0.0
37,0,1,500.0,0,nan,100.04901291666461,-3.001470387499938,-0.0,0,0.0,0.0,0.0,3.001470387499938,0.0
37,1,2,500.0,0,nan,100.07000000000001,-3.001470387499938,-0.0,0,0.0,0.0,0.0,3.001470387499938,0.0
37,2,3,500.0,0,nan,100.13,-3.001470387499938,-0.0,0,0.0,0.0,0.0,3.001470387499938,0.0
37,3,4,500.0,0,nan,100.27,-3.001470387499938,-0.0,0,0.0,0.0,0.0,3.001470387499938,0.0
37,4,5,0.0,1,100.29914850591902,100.33,-15.425747040488602,-15.425747040488602,0,500.0,0.0,15.425747040488602,0.0,0.0
38,0,1,0.0,1,99.98823187069897,100.02029350396444,-16.030816632735423,-16.030816632735423,0,500.0,0.0,16.030816632735423,0.0,0.0
39,0,1,500.0,0,nan,99.95933208895678,-2.9987799626687033,-0.0,0,0.0,0.0,0.0,2.9987799626687033,0.0
39,1,2,0.0,1,100.03376225744447,100.06,-13.118871277768562,-13.118871277768562,0,500.0,0.0,13.118871277768562,0.0,0.0
40,0,1,500.0,0,nan,99.71505297568171,-2.991451589270451,-0.0,0,0.0,0.0,0.0,2.991451589270451,0.0
40,1,2,500.0,0,nan,99.54,-2.991451589270451,-0.0,0,0.0,0.0,0.0,2.991451589270451,0.0
40,2,3,500.0,0,nan,99.44,-2.991451589270451,-0.0,0,0.0,0.0,0.0,2.991451589270451,0.0
40,3,4,0.0,1,99.22162666873743,99.25,-14.186665631285678,-14.186665631285678,0,500.0,0.0,14.186665631285678,0.0,0.0
41,0,1,0.0,1,99.99328541302823,100.02892398184412,-17.819284407941893,-17.819284407941893,0,500.0,0.0,17.819284407941893,0.0,0.0
42,0,1,0.0,1,99.99959078368967,100.0358280637043,-18.11864000731589,-18.11864000731589,0,500.0,0.0,18.11864000731589,0.0,0.0
43,0,1,0.0,1,100.06577520574945,100.10040094294811,-17.312868599333342,-17.312868599333342,0,500.0,0.0,17.312868599333342,0.0,0.0
44,0,1,500.0,0,nan,100.01203821928952,-3.0003611465786855,-0.0,0,0.0,0.0,0.0,3.0003611465786855,0.0
44,1,2,0.0,1,100.00278044454167,100.03,-13.609777729165273,-13.609777729165273,0,500.0,0.0,13.609777729165273,0.0,0.0
45,0,1,500.0,0,nan,99.99042233752888,-2.9997126701258665,-0.0,0,0.0,0.0,0.0,2.9997126701258665,0.0
45,1,2,500.0,0,nan,100.13,-2.9997126701258665,-0.0,0,0.0,0.0,0.0,2.9997126701258665,0.0
45,2,3,0.0,1,100.36664848301642,100.4,-16.675758491793147,-16.675758491793147,0,500.0,0.0,16.675758491793147,0.0,0.0
46,0,1,0.0,1,100.10111813334969,100.1337959695364,-16.338918093353527,-16.338918093353527,0,500.0,0.0,16.338918093353527,0.0,0.0
47,0,1,0.0,1,100.15102463043559,100.18675062429958,-17.862996931995667,-17.862996931995667,0,500.0,0.0,17.862996931995667,0.0,0.0
48,0,1,0.0,1,99.91668375606301,99.95424641791112,-18.78133092405676,-18.78133092405676,0,500.0,0.0,18.78133092405676,0.0,0.0
49,0,1,0.0,1,100.2364328846026,100.26835642896741,-15.96177218240058,-15.96177218240058,0,500.0,0.0,15.96177218240058,0.0,0.0
50,0,1,0.0,1,100.19934273479136,100.23368451847527,-17.17089184195686,-17.17089184195686,0,500.0,0.0,17.17089184195686,0.0,0.0
51,0,1,500.0,0,nan,99.6832343156166,-2.990497029468498,-0.0,0,0.0,0.0,0.0,2.990497029468498,0.0
51,1,2,0.0,1,99.80186347272235,99.83,-14.068263638826295,-14.068263638826295,0,500.0,0.0,14.068263638826295,0.0,0.0
52,0,1,500.0,0,nan,100.2882581758757,-3.0086477452762708,-0.0,0,0.0,0.0,0.0,3.0086477452762708,0.0
52,1,2,0.0,1,100.29364442890268,100.33,-18.177785548658676,-18.177785548658676,0,500.0,0.0,18.177785548658676,0.0,0.0
53,0,1,500.0,0,nan,100.12174388795145,-3.0036523166385436,-0.0,0,0.0,0.0,0.0,3.0036523166385436,0.0
53,1,2,0.0,1,100.1513389665085,100.18,-14.330516745751254,-14.330516745751254,0,500.0,0.0,14.330516745751254,0.0,0.0
54,0,1,0.0,1,99.88213887110511,99.91498543458059,-16.423281737736772,-16.423281737736772,0,500.0,0.0,16.423281737736772,0.0,0.0
55,0,1,500.0,0,nan,99.92959869622337,-2.997887960886701,-0.0,0,0.0,0.0,0.0,2.997887960886701,0.0
55,1,2,500.0,0,nan,99.60000000000001,-2.997887960886701,-0.0,0,0.0,0.0,0.0,2.997887960886701,0.0
55,2,3,0.0,1,99.53977090938922,99.57000000000001,-15.114545305394245,-15.114545305394245,0,500.0,0.0,15.114545305394245,0.0,0.0
56,0,1,0.0,1,99.72096974524942,99.75103366581608,-15.031960283330648,-15.031960283330648,0,500.0,0.0,15.031960283330648,0.0,0.0
57,0,1,500.0,0,nan,99.7845192200303,-2.993535576600909,-0.0,0,0.0,0.0,0.0,2.993535576600909,0.0
57,1,2,0.0,1,99.85042966003179,99.88,-14.785169984101287,-14.785169984101287,0,500.0,0.0,14.785169984101287,0.0,0.0
58,0,1,0.0,1,100.150869993756,100.18610230374298,-17.61615499349034,-17.61615499349034,0,500.0,0.0,17.61615499349034,0.0,0.0
59,0,1,0.0,1,99.89303965509265,99.9260927154109,-16.526530159126196,-16.526530159126196,0,500.0,0.0,16.526530159126196,0.0,0.0
60,0,1,500.0,0,nan,99.98316330328988,-2.9994948990986963,-0.0,0,0.0,0.0,0.0,2.9994948990986963,0.0
60,1,2,500.0,0,nan,100.17,-2.9994948990986963,-0.0,0,0.0,0.0,0.0,2.9994948990986963,0.0
60,2,3,500.0,0,nan,100.41,-2.9994948990986963,-0.0,0,0.0,0.0,0.0,2.9994948990986963,0.0
60,3,4,0.0,1,100.53118265335404,100.56,-14.408673322982679,-14.408673322982679,0,500.0,0.0,14.408673322982679,0.0,0.0
61,0,1,500.0,0,nan,100.10657179035363,-3.003197153710609,-0.0,0,0.0,0.0,0.0,3.003197153710609,0.0
61,1,2,0.0,1,99.99491231769633,100.03,-17.543841151834272,-17.543841151834272,0,500.0,0.0,17.543841151834272,0.0,0.0
62,0,1,500.0,0,nan,100.39925554846442,-3.011977666453933,-0.0,0,0.0,0.0,0.0,3.011977666453933,0.0
62,1,2,0.0,1,100.22140545315828,100.25,-14.297273420858403,-14.297273420858403,0,500.0,0.0,14.297273420858403,0.0,0.0
63,0,1,0.0,1,100.10547511759445,100.1359518622168,-15.238372311173976,-15.238372311173976,0,500.0,0.0,15.238372311173976,0.0,0.0
64,0,1,500.0,0,nan,99.98348508985337,-2.9995045526956012,-0.0,0,0.0,0.0,0.0,2.9995045526956012,0.0
64,1,2,500.0,0,nan,99.99000000000001,-2.9995045526956012,-0.0,0,0.0,0.0,0.0,2.9995045526956012,0.0
64,2,3,0.0,1,100.06227982197262,100.09,-13.860089013689958,-13.860089013689958,0,500.0,0.0,13.860089013689958,0.0,0.0
65,0,1,0.0,1,100.05220069162272,100.08785403090997,-17.826669643625337,-17.826669643625337,0,500.0,0.0,17.826669643625337,0.0,0.0
66,0,1,500.0,0,nan,99.94275845417177,-2.998282753625153,-0.0,0,0.0,0.0,0.0,2.998282753625153,0.0
66,1,2,0.0,1,99.95814017512662,99.99000000000001,-15.929912436696725,-15.929912436696725,0,500.0,0.0,15.929912436696725,0.0,0.0
67,0,1,500.0,0,nan,100.11051731576907,-3.0033155194730723,-0.0,0,0.0,0.0,0.0,3.0033155194730723,0.0
67,1,2,0.0,1,99.98193180299924,100.01,-14.034098500381731,-14.034098500381731,0,500.0,0.0,14.034098500381731,0.0,0.0
68,0,1,0.0,1,100.03197599530051,100.06092863573004,-14.476320214761529,-14.476320214761529,0,500.0,0.0,14.476320214761529,0.0,0.0
69,0,1,0.0,1,100.11913867066248,100.1470228149551,-13.942072146306828,-13.942072146306828,0,500.0,0.0,13.942072146306828,0.0,0.0
70,0,1,500.0,0,nan,100.39816910345951,-3.011945073103785,-0.0,0,0.0,0.0,0.0,3.011945073103785,0.0
70,1,2,500.0,0,nan,100.36,-3.011945073103785,-0.0,0,0.0,0.0,0.0,3.011945073103785,0.0
70,2,3,500.0,0,nan,100.26,-3.011945073103785,-0.0,0,0.0,0.0,0.0,3.011945073103785,0.0
70,3,4,500.0,0,nan,100.11,-3.011945073103785,-0.0,0,0.0,0.0,0.0,3.011945073103785,0.0
70,4,5,0.0,1,99.9457404836394,99.98,-17.129758180303156,-17.129758180303156,0,500.0,0.0,17.129758180303156,0.0,0.0
71,0,1,500.0,0,nan,99.94275651217025,-2.9982826953651074,-0.0,0,0.0,0.0,0.0,2.9982826953651074,0.0
71,1,2,0.0,1,100.0908911484206,100.13,-19.554425789699792,-19.554425789699792,0,500.0,0.0,19.554425789699792,0.0,0.0
72,0,1,500.0,0,nan,100.06150270669526,-3.001845081200858,-0.0,0,0.0,0.0,0.0,3.001845081200858,0.0
72,1,2,0.0,1,99.93199453951284,99.96000000000001,-14.002730243582562,-14.002730243582562,0,500.0,0.0,14.002730243582562,0.0,0.0
73,0,1,500.0,0,nan,99.91295132134188,-2.9973885396402564,-0.0,0,0.0,0.0,0.0,2.9973885396402564,0.0
73,1,2,0.0,1,100.0085784494735,100.04,-15.710775263251264,-15.710775263251264,0,500.0,0.0,15.710775263251264,0.0,0.0
74,0,1,0.0,1,99.86163791397112,99.89214713459614,-15.254610312510408,-15.254610312510408,0,500.0,0.0,15.254610312510408,0.0,0.0
75,0,1,500.0,0,nan,100.16626088342124,-3.0049878265026373,-0.0,0,0.0,0.0,0.0,3.0049878265026373,0.0
75,1,2,0.0,1,100.19793940168199,100.23,-16.03029915900578,-16.03029915900578,0,500.0,0.0,16.03029915900578,0.0,0.0
76,0,1,0.0,1,99.96432189311423,99.99391468741835,-14.796397152061047,-14.796397152061047,0,500.0,0.0,14.796397152061047,0.0,0.0
77,0,1,0.0,1,99.61212107908598,99.64490802892028,-16.393474917151707,-16.393474917151707,0,500.0,0.0,16.393474917151707,0.0,0.0
78,0,1,500.0,0,nan,99.8606911463281,-2.995820734389843,-0.0,0,0.0,0.0,0.0,2.995820734389843,0.0
78,1,2,500.0,0,nan,100.0,-2.995820734389843,-0.0,0,0.0,0.0,0.0,2.995820734389843,0.0
78,2,3,500.0,0,nan,100.0,-2.995820734389843,-0.0,0,0.0,0.0,0.0,2.995820734389843,0.0
78,3,4,500.0,0,nan,100.0,-2.995820734389843,-0.0,0,0.0,0.0,0.0,2.995820734389843,0.0
78,4,5,500.0,0,nan,100.06,-2.995820734389843,-0.0,0,0.0,0.0,0.0,2.995820734389843,0.0
78,5,6,0.0,1,100.08834364970794,100.12,-15.82817514603363,-15.82817514603363,0,500.0,0.0,15.82817514603363,0.0,0.0
79,0,1,0.0,1,100.06955056143285,100.1006205720551,-15.535005311129169,-15.535005311129169,0,500.0,0.0,15.535005311129169,0.0,0.0
80,0,1,500.0,0,nan,100.07240654154295,-3.0021721962462884,-0.0,0,0.0,0.0,0.0,3.0021721962462884,0.0
80,1,2,0.0,1,100.17596826510196,100.21000000000001,-17.01586744902528,-17.01586744902528,0,500.0,0.0,17.01586744902528,0.0,0.0
81,0,1,0.0,1,99.81125894565136,99.84122119360835,-14.981123978493827,-14.981123978493827,0,500.0,0.0,14.981123978493827,0.0,0.0
82,0,1,0.0,1,100.1322963388857,100.16126193293933,-14.48279702681532,-14.48279702681532,0,500.0,0.0,14.48279702681532,0.0,0.0
83,0,1,0.0,1,99.95330070983154,99.98360636202683,-15.152826097647676,-15.152826097647676,0,500.0,0.0,15.152826097647676,0.0,0.0
84,0,1,0.0,1,99.77421128075487,99.80318136483805,-14.485042041592067,-14.485042041592067,0,500.0,0.0,14.485042041592067,0.0,0.0
85,0,1,500.0,0,nan,99.79762321151566,-2.9939286963454697,-0.0,0,0.0,0.0,0.0,2.9939286963454697,0.0
85,1,2,500.0,0,nan,99.65,-2.9939286963454697,-0.0,0,0.0,0.0,0.0,2.9939286963454697,0.0
85,2,3,0.0,1,99.56234075888717,99.59,-13.829620556414568,-13.829620556414568,0,500.0,0.0,13.829620556414568,0.0,0.0
86,0,1,500.0,0,nan,100.17679992861954,-3.005303997858586,-0.0,0,0.0,0.0,0.0,3.005303997858586,0.0
86,1,2,0.0,1,100.31010890282738,100.34,-14.945548586311475,-14.945548586311475,0,500.0,0.0,14.945548586311475,0.0,0.0
87,0,1,0.0,1,99.87190589421218,99.900526714629,-14.310410208409508,-14.310410208409508,0,500.0,0.0,14.310410208409508,0.0,0.0
88,0,1,0.0,1,100.28941626932668,100.31694536380911,-13.764547241216007,-13.764547241216007,0,500.0,0.0,13.764547241216007,0.0,0.0
89,0,1,500.0,0,nan,99.87690162787354,-2.996307048836206,-0.0,0,0.0,0.0,0.0,2.996307048836206,0.0
89,1,2,500.0,0,nan,100.09,-2.996307048836206,-0.0,0,0.0,0.0,0.0,2.996307048836206,0.0
89,2,3,500.0,0,nan,100.23,-2.996307048836206,-0.0,0,0.0,0.0,0.0,2.996307048836206,0.0
89,3,4,0.0,1,100.3304590998984,100.36,-14.770450050797024,-14.770450050797024,0,500.0,0.0,14.770450050797024,0.0,0.0
90,0,1,500.0,0,nan,99.93611424914151,-2.998083427474245,-0.0,0,0.0,0.0,0.0,2.998083427474245,0.0
90,1,2,500.0,0,nan,99.71000000000001,-2.998083427474245,-0.0,0,0.0,0.0,0.0,2.998083427474245,0.0
90,2,3,500.0,0,nan,99.54,-2.998083427474245,-0.0,0,0.0,0.0,0.0,2.998083427474245,0.0
90,3,4,0.0,1,99.37242977593775,99.4,-13.785112031129643,-13.785112031129643,0,500.0,0.0,13.785112031129643,0.0,0.0
91,0,1,0.0,1,100.05475266607733,100.08407897580625,-14.663154864457795,-14.663154864457795,0,500.0,0.0,14.663154864457795,0.0,0.0
92,0,1,0.0,1,99.97647020186062,100.00757725944621,-15.553528792793259,-15.553528792793259,0,500.0,0.0,15.553528792793259,0.0,0.0
93,0,1,0.0,1,100.08752432775228,100.11712811038376,-14.8018913157415,-14.8018913157415,0,500.0,0.0,14.8018913157415,0.0,0.0
94,0,1,500.0,0,nan,100.09049526203873,-3.0027148578611618,-0.0,0,0.0,0.0,0.0,3.0027148578611618,0.0
94,1,2,500.0,0,nan,100.07000000000001,-3.0027148578611618,-0.0,0,0.0,0.0,0.0,3.0027148578611618,0.0
94,2,3,500.0,0,nan,99.82000000000001,-3.0027148578611618,-0.0,0,0.0,0.0,0.0,3.0027148578611618,0.0
94,3,4,0.0,1,99.8212241986871,99.85000000000001,-14.38790065645179,-14.38790065645179,0,500.0,0.0,14.38790065645179,0.0,0.0
95,0,1,0.0,1,100.10846865152776,100.14333108380436,-17.431216138298566,-17.431216138298566,0,500.0,0.0,17.431216138298566,0.0,0.0
96,0,1,500.0,0,nan,100.09722286690146,-3.0029166860070435,-0.0,0,0.0,0.0,0.0,3.0029166860070435,0.0
96,1,2,0.0,1,100.09072517215627,100.13,-19.637413921863356,-19.637413921863356,0,500.0,0.0,19.637413921863356,0.0,0.0
97,0,1,500.0,0,nan,99.90663149119459,-2.9971989447358376,-0.0,0,0.0,0.0,0.0,2.9971989447358376,0.0
97,1,2,0.0,1,100.00354022370855,100.03,-13.229888145723123,-13.229888145723123,0,500.0,0.0,13.229888145723123,0.0,0.0
98,0,1,500.0,0,nan,100.29820168043318,-3.0089460504129955,-0.0,0,0.0,0.0,0.0,3.0089460504129955,0.0
98,1,2,500.0,0,nan,100.27,-3.0089460504129955,-0.0,0,0.0,0.0,0.0,3.0089460504129955,0.0
98,2,3,0.0,1,100.19407276213147,100.22,-12.963618934264787,-12.963618934264787,0,500.0,0.0,12.963618934264787,0.0,0.0
99,0,1,0.0,1,100.04612736396155,100.07381864618318,-13.845641110819429,-13.845641110819429,0,500.0,0.0,13.845641110819429,0.0,0.0
100,0,1,500.0,0,nan,99.99337630090325,-2.9998012890270975,-0.0,0,0.0,0.0,0.0,2.9998012890270975,0.0
100,1,2,0.0,1,99.96277980793056,99.99000000000001,-13.610096034724961,-13.610096034724961,0,500.0,0.0,13.610096034724961,0.0,0.0
101,0,1,500.0,0,nan,100.30200148014,-3.0090600444042,-0.0,0,0.0,0.0,0.0,3.0090600444042,0.0
101,1,2,0.0,1,100.10151607697804,100.13,-14.241961510975898,-14.241961510975898,0,500.0,0.0,14.241961510975898,0.0,0.0
102,0,1,0.0,1,99.96778203504186,100.00011994554787,-16.16895525300066,-16.16895525300066,0,500.0,0.0,16.16895525300066,0.0,0.0
103,0,1,0.0,1,100.15858342412473,100.18578742770647,-13.60200179087201,-13.60200179087201,0,500.0,0.0,13.60200179087201,0.0,0.0
104,0,1,500.0,0,nan,100.01884568113859,-3.0005653704341575,-0.0,0,0.0,0.0,0.0,3.0005653704341575,0.0
104,1,2,0.0,1,99.93945364215072,99.97,-15.27317892463742,-15.27317892463742,0,500.0,0.0,15.27317892463742,0.0,0.0
105,0,1,500.0,0,nan,99.9134745751806,-2.997404237255418,-0.0,0,0.0,0.0,0.0,2.997404237255418,0.0
105,1,2,0.0,1,99.78169142431429,99.81,-14.154287842856661,-14.154287842856661,0,500.0,0.0,14.154287842856661,0.0,0.0
106,0,1,0.0,1,99.95217897916567,99.99110388150714,-19.46245117073886,-19.46245117073886,0,500.0,0.0,19.46245117073886,0.0,0.0
107,0,1,500.0,0,nan,99.86610176406474,-2.9959830529219422,-0.0,0,0.0,0.0,0.0,2.9959830529219422,0.0
107,1,2,500.0,0,nan,99.76,-2.9959830529219422,-0.0,0,0.0,0.0,0.0,2.9959830529219422,0.0
107,2,3,0.0,1,99.68138264390903,99.71000000000001,-14.308678045487966,-14.308678045487966,0,500.0,0.0,14.308678045487966,0.0,0.0
108,0,1,500.0,0,nan,99.89112637788821,-2.9967337913366463,-0.0,0,0.0,0.0,0.0,2.9967337913366463,0.0
108,1,2,0.0,1,99.92793214599908,99.96000000000001,-16.033927000464132,-16.033927000464132,0,500.0,0.0,16.033927000464132,0.0,0.0
109,0,1,500.0,0,nan,100.14476292137881,-3.0043428876413643,-0.0,0,0.0,0.0,0.0,3.0043428876413643,0.0
109,1,2,500.0,0,nan,99.96000000000001,-3.0043428876413643,-0.0,0,0.0,0.0,0.0,3.0043428876413643,0.0
109,2,3,0.0,1,99.89838319438827,99.93,-15.808402805866706,-15.808402805866706,0,500.0,0.0,15.808402805866706,0.0,0.0
110,0,1,500.0,0,nan,99.79712815560458,-2.9939138446681373,-0.0,0,0.0,0.0,0.0,2.9939138446681373,0.0
