episode,episode_reward,episode_is,episode_env_reward,episode_hold_penalty,episode_leftover_penalty,completed,mean_loss,epsilon,steps,strategy,is_twap
47,-3703.7959072871945,1229.8924190059442,-1234.8872920528192,2473.90348828125,0.0,1,0.0,1.0,12,dqn2_is_aligned,0
48,-1966.8338343087157,851.7481526680907,-885.3867635079345,1115.0856816406251,0.0,1,0.0,1.0,7,dqn2_is_aligned,0
49,-2230.009906997516,991.6939350126527,-991.9942279814027,1238.3159719848632,0.0,1,0.0,1.0,4,dqn2_is_aligned,0
50,-2652.296721298336,723.0338248139608,-783.759227645992,1929.2628964843748,0.0,1,0.0,1.0,13,dqn2_is_aligned,0
51,-3186.9275875546964,505.71097994971547,-505.71097994971547,2681.2166076049803,0.0,1,0.0,1.0,14,dqn2_is_aligned,0
52,-2408.8940986180337,2191.6207743992836,-2190.5469828953774,217.27332421875,0.0,1,0.0,1.0,7,dqn2_is_aligned,0
53,-1940.3431848469397,1674.1583128986974,-1667.8545409260412,266.1848719482422,0.0,1,0.0,1.0,5,dqn2_is_aligned,0
54,-2126.7129891875175,1054.8414891875177,-1054.8414891875177,1071.8715,0.0,1,0.0,1.0,8,dqn2_is_aligned,0
55,-2896.5147910820824,1021.705894597708,-1021.5907822930205,1874.8088964843748,0.0,1,0.0,1.0,11,dqn2_is_aligned,0
56,-1869.8712952781618,1231.5466966453494,-1231.5466966453494,638.3245986328125,0.0,1,0.0,1.0,5,dqn2_is_aligned,0
57,-2285.929641429323,997.0183257554951,-997.0183257554951,1288.911315673828,0.0,1,0.0,1.0,12,dqn2_is_aligned,0
58,-3235.579083068612,1648.4292717893152,-1658.5982171018152,1587.1498112792967,0.0,1,0.0,1.0,8,dqn2_is_aligned,0
59,-1824.7746582031282,1321.37716674805,-1351.375946044925,503.3974914550781,0.0,1,0.0,1.0,2,dqn2_is_aligned,0
60,-3507.711092412268,872.2661412403933,-872.2661412403933,2635.4449511718753,0.0,1,0.0,1.0,8,dqn2_is_aligned,0
61,-2549.2930954047006,739.4326936102676,-737.4307404852676,1809.8604017944335,0.0,1,0.0,1.0,13,dqn2_is_aligned,0
62,-2201.8884034152484,703.5935130343892,-694.5647044406392,1498.2948903808592,0.0,1,0.0,1.0,12,dqn2_is_aligned,0
63,-2514.41253662108,2514.41253662108,-2514.41253662108,0.0,0.0,1,0.0,1.0,1,dqn2_is_aligned,0
64,-2503.3118919529925,1712.143932358266,-1747.5004997410786,791.1679595947265,0.0,1,0.0,1.0,2,dqn2_is_aligned,0
65,-1902.8448017796395,918.4144398411626,-945.7829701146001,984.4303619384766,0.0,1,0.0,1.0,7,dqn2_is_aligned,0
66,-2928.0444426177564,1063.059515249592,-1063.059515249592,1864.9849273681639,0.0,1,0.0,1.0,7,dqn2_is_aligned,0
67,-2942.2191196736035,1663.8080596150098,-1664.2584990681348,1278.4110600585936,0.0,1,0.0,1.0,6,dqn2_is_aligned,0
68,-2607.267108780099,1168.9659692537327,-1169.7116967927952,1438.3011395263673,0.0,1,0.0,1.0,14,dqn2_is_aligned,0
69,-1996.5468318545147,1679.2622910830303,-1665.0164414736553,317.28454077148444,0.0,1,0.0,1.0,10,dqn2_is_aligned,0
70,-2125.16080882254,722.9909430388485,-731.464209640411,1402.1698657836914,0.0,1,0.0,1.0,9,dqn2_is_aligned,0
71,-2514.612426757708,2514.612426757708,-2514.612426757708,0.0,0.0,1,0.0,1.0,1,dqn2_is_aligned,0
72,-2617.8578992355374,1116.293446232608,-1123.0350233810454,1501.5644530029297,0.0,1,0.0,1.0,7,dqn2_is_aligned,0
73,-3229.8055416499014,1190.1266467524401,-1193.1095569086901,2039.6788948974606,0.0,1,0.0,1.0,10,dqn2_is_aligned,0
74,-2142.378571282097,1198.591145561882,-1202.084553765007,943.7874257202149,0.0,1,0.0,1.0,10,dqn2_is_aligned,0
75,-2011.2580805875098,1026.5260547086036,-1026.5260547086036,984.7320258789061,0.0,1,0.0,1.0,3,dqn2_is_aligned,0
76,-1934.0487267694496,1140.4291471796062,-1140.1488737421062,793.6195795898437,0.0,1,0.0,1.0,9,dqn2_is_aligned,0
77,-2328.568073529639,1917.2060885442877,-1917.2060885442877,411.36198498535157,0.0,1,0.0,1.0,4,dqn2_is_aligned,0
78,-2365.6347986288674,1185.8020593100196,-1185.8020593100196,1179.8327393188476,0.0,1,0.0,1.0,11,dqn2_is_aligned,0
79,-1847.6630080806785,1234.9085364620264,-1234.9085364620264,612.7544716186522,0.0,1,0.0,1.0,6,dqn2_is_aligned,0
80,-1783.5563427326297,1377.2394086505983,-1377.2394086505983,406.3169340820312,0.0,1,0.0,1.0,8,dqn2_is_aligned,0
81,-1727.2315997595863,1157.0646783728673,-1157.0646783728673,570.1669213867187,0.0,1,0.0,1.0,6,dqn2_is_aligned,0
82,-2170.319247189339,862.5647122772294,-862.5647122772294,1307.754534912109,0.0,1,0.0,1.0,9,dqn2_is_aligned,0
83,-2281.6833678790213,945.0083604327326,-945.0083604327326,1336.675007446289,0.0,1,0.0,1.0,11,dqn2_is_aligned,0
84,-2080.541286957136,1922.6236265567456,-1922.6236265567456,157.91766040039062,0.0,1,0.0,1.0,4,dqn2_is_aligned,0
85,-2371.182385448612,937.9630036126749,-938.1331696282999,1433.2193818359372,0.0,1,0.0,1.0,10,dqn2_is_aligned,0
86,-2258.054156507444,1539.588083021116,-1546.735055677366,718.4660734863281,0.0,1,0.0,1.0,2,dqn2_is_aligned,0
87,-1952.2010224587716,1223.6440917947089,-1227.5629150368964,728.5569306640625,0.0,1,0.0,1.0,9,dqn2_is_aligned,0
88,-1825.9221546673314,1509.773973514988,-1509.573778202488,316.1481811523438,0.0,1,0.0,1.0,4,dqn2_is_aligned,0
89,-2073.9656080652144,1004.656705660429,-1004.656705660429,1069.3089024047852,0.0,1,0.0,1.0,12,dqn2_is_aligned,0
90,-1978.56896336535,1458.410367173944,-1456.038052720819,520.1585961914061,0.0,1,0.0,1.0,12,dqn2_is_aligned,0
91,-2095.5091270070643,1228.8266956716152,-1225.8437855153652,866.6824313354491,0.0,1,0.0,1.0,5,dqn2_is_aligned,0
92,-2274.991149301269,1657.2058527924798,-1657.8351862885736,617.7852965087891,0.0,1,0.0,1.0,7,dqn2_is_aligned,0
93,-1842.1899027187605,964.0610277187604,-964.0610277187604,878.1288750000001,0.0,1,0.0,1.0,3,dqn2_is_aligned,0
94,-1813.9237442016906,1313.5262527466125,-1326.0079421997375,500.3974914550781,0.0,1,0.0,1.0,2,dqn2_is_aligned,0
95,-3208.91282059021,1003.9047126800536,-1003.9047126800536,2205.008107910156,0.0,1,0.0,1.0,10,dqn2_is_aligned,0
96,-1961.4693585739697,1039.8845416794384,-1041.9265338669384,921.5848168945312,0.0,1,0.0,1.0,3,dqn2_is_aligned,0
97,-2464.6817709699662,907.6801471906695,-907.6801471906695,1557.001623779297,0.0,1,0.0,1.0,9,dqn2_is_aligned,0
98,-2137.056560770805,1622.7790120647498,-1629.0420735881873,514.2775487060546,0.0,1,0.0,1.0,7,dqn2_is_aligned,0
99,-2279.569090836786,857.0923996746773,-857.0923996746773,1422.4766911621093,0.0,1,0.0,1.0,9,dqn2_is_aligned,0
100,-1925.1894655977344,1686.2312876802534,-1690.5054576021284,238.95817791748047,0.0,1,0.0,1.0,5,dqn2_is_aligned,0
101,-1914.493961300688,1700.553887570219,-1701.6118709686566,213.94007373046875,0.0,1,0.0,1.0,2,dqn2_is_aligned,0
102,-2102.117391490261,1030.972086070339,-1030.972086070339,1071.145305419922,0.0,1,0.0,1.0,3,dqn2_is_aligned,0
103,-5368.458537114732,930.4341935478376,-910.4756974540876,4438.024343566895,0.0,1,0.0,1.0,11,dqn2_is_aligned,0
104,-1828.181691319291,1510.0072009018108,-1510.0072009018108,318.17449041748046,0.0,1,0.0,1.0,7,dqn2_is_aligned,0
105,-1872.9166052211062,1481.464988766028,-1489.2326279261843,391.4516164550781,0.0,1,0.0,1.0,9,dqn2_is_aligned,0
106,-2157.2066516239674,1887.062208874944,-1886.471632703069,270.1444427490234,0.0,1,0.0,1.0,5,dqn2_is_aligned,0
107,-2131.568567525019,867.4381578570504,-862.6830919390817,1264.1304096679687,0.0,1,0.0,1.0,8,dqn2_is_aligned,0
108,-2483.0589262562053,1339.5268668079627,-1339.5268668079627,1143.532059448242,0.0,1,0.0,1.0,8,dqn2_is_aligned,0
109,-2154.0398732559997,1090.6199674942807,-1084.8343229630307,1063.4199057617186,0.0,1,0.0,1.0,9,dqn2_is_aligned,0
110,-2499.262542724523,2499.262542724523,-2499.262542724523,0.0,0.0,1,0.0,1.0,1,dqn2_is_aligned,0
111,-2578.917905242742,1023.8726476743825,-1023.8726476743825,1555.0452575683594,0.0,1,0.0,1.0,4,dqn2_is_aligned,0
112,-2784.941699968797,1924.8350749687968,-1924.8350749687968,860.106625,0.0,1,0.0,1.0,2,dqn2_is_aligned,0
113,-1771.430516271858,1021.3482057860181,-1015.7330934813306,750.0823104858399,0.0,1,0.0,1.0,7,dqn2_is_aligned,0
114,-2278.5809844902324,745.7460706718734,-747.9548109062484,1532.8349138183592,0.0,1,0.0,1.0,11,dqn2_is_aligned,0
115,-2285.1679672018854,1043.68375418919,-1073.1219255759088,1241.4842130126954,0.0,1,0.0,1.0,11,dqn2_is_aligned,0
116,-2373.119432845385,704.9610217125723,-705.5682604821036,1668.1584111328127,0.0,1,0.0,1.0,10,dqn2_is_aligned,0
117,-1848.1994483900967,1278.8119466811122,-1277.8910482436122,569.3875017089845,0.0,1,0.0,1.0,7,dqn2_is_aligned,0
118,-2724.9552216684697,936.4597968637825,-932.4058417856575,1788.4954248046872,0.0,1,0.0,1.0,8,dqn2_is_aligned,0
119,-2274.884999850129,2182.8394602993476,-2182.8394602993476,92.04553955078124,0.0,1,0.0,1.0,4,dqn2_is_aligned,0
120,-3254.0423240458376,951.2677460429072,-951.2677460429072,2302.7745780029295,0.0,1,0.0,1.0,11,dqn2_is_aligned,0
121,-1989.1590227723477,811.3379334779141,-811.3379334779141,1177.821089294434,0.0,1,0.0,1.0,10,dqn2_is_aligned,0
122,-2050.908966170907,1647.3471922451256,-1647.3471922451256,403.5617739257813,0.0,1,0.0,1.0,8,dqn2_is_aligned,0
123,-2687.814728054146,1280.6515323144001,-1280.6415835839314,1407.163195739746,0.0,1,0.0,1.0,9,dqn2_is_aligned,0
124,-2325.7484414075334,989.870355653139,-989.870355653139,1335.878085754394,0.0,1,0.0,1.0,8,dqn2_is_aligned,0
125,-2916.3215343484835,582.4826720437962,-582.4826720437962,2333.8388623046876,0.0,1,0.0,1.0,12,dqn2_is_aligned,0
126,-3063.8763938080538,772.1210386444794,-772.1210386444794,2291.7553551635738,0.0,1,0.0,1.0,11,dqn2_is_aligned,0
127,-2213.8391421607166,1899.9998960669673,-1899.9998960669673,313.8392460937499,0.0,1,0.0,1.0,8,dqn2_is_aligned,0
128,-2133.2378167457673,908.7176958961588,-908.4976031227213,1224.5201208496096,0.0,1,0.0,1.0,8,dqn2_is_aligned,0
129,-1958.3594149825308,1410.934944279406,-1411.1447831465935,547.424470703125,0.0,1,0.0,1.0,8,dqn2_is_aligned,0
130,-2661.8395611513115,751.579611505315,-757.024924005315,1910.2599496459961,0.0,1,0.0,1.0,10,dqn2_is_aligned,0
131,-2029.4801689545793,972.4211385590717,-972.4211385590717,1057.0590303955075,0.0,1,281.61476440429686,0.9997625,10,dqn2_is_aligned,0
132,-2282.777549538668,1898.3815070581995,-1898.3815070581995,384.3960424804687,0.0,1,324.9348831176758,0.9993825,8,dqn2_is_aligned,0
133,-2959.6387352799293,918.9821401871556,-918.9821401871556,2040.6565950927734,0.0,1,313.8893559773763,0.9990975,6,dqn2_is_aligned,0
134,-2233.679297845004,754.8814206477381,-754.8814206477381,1478.7978771972657,0.0,1,272.5993431939019,0.99867,9,dqn2_is_aligned,0
135,-2055.1339602525945,1221.0547546861885,-1221.7923645494698,834.0792055664062,0.0,1,325.85280990600586,0.9981,12,dqn2_is_aligned,0
136,-2549.444960141302,1902.42942828095,-1902.42942828095,647.0155318603515,0.0,1,286.95607826926494,0.9975775,11,dqn2_is_aligned,0
137,-2762.08546520256,1225.8037064745329,-1193.8742020800016,1536.2817587280276,0.0,1,335.58493995666504,0.9971975,8,dqn2_is_aligned,0
138,-2060.5046416980376,1415.0387225696195,-1415.0387225696195,645.465919128418,0.0,1,331.92352294921875,0.9971025,2,dqn2_is_aligned,0
139,-2219.4108116845077,1152.9501427391956,-1164.7568443993518,1066.4606689453124,0.0,1,350.1243591308594,0.99696,3,dqn2_is_aligned,0
140,-1760.422256096936,1226.9665515070924,-1235.2511584406861,533.4557045898437,0.0,1,313.32737949916293,0.9966275,7,dqn2_is_aligned,0
141,-2153.890098774177,749.2091793405832,-749.2091793405832,1404.6809194335938,0.0,1,313.7715148925781,0.99639,5,dqn2_is_aligned,0
142,-2052.2495489235444,1388.7953955421965,-1388.0698096046965,663.4541533813477,0.0,1,269.65087127685547,0.99601,8,dqn2_is_aligned,0
143,-2338.472833251173,2186.8937449333025,-2186.8937449333025,151.5790883178711,0.0,1,314.0130833217076,0.9956775,7,dqn2_is_aligned,0
144,-2132.4549575850615,859.0552246749054,-859.0552246749054,1273.399732910156,0.0,1,312.2821795145671,0.9951075,12,dqn2_is_aligned,0
145,-3234.6261097331667,716.090408073011,-716.090408073011,2518.535701660156,0.0,1,323.5736819180575,0.994585,11,dqn2_is_aligned,0
146,-2514.5375061034656,2514.5375061034656,-2514.5375061034656,0.0,0.0,1,302.2112121582031,0.9945375,1,dqn2_is_aligned,0
147,-2161.7590307523137,1887.6234020902048,-1887.6234020902048,274.1356286621094,0.0,1,281.7642313639323,0.9942525,6,dqn2_is_aligned,0
148,-2129.817682507321,1894.9034552123994,-1895.8243536498994,234.9142272949219,0.0,1,304.22605387369794,0.99411,3,dqn2_is_aligned,0
149,-2387.0029875936702,766.5383625936697,-765.8877278280447,1620.4646250000003,0.0,1,224.261838277181,0.993825,6,dqn2_is_aligned,0
150,-2043.4411227733833,847.0883232128366,-807.3004814159616,1196.352799560547,0.0,1,300.79247894287107,0.99335,10,dqn2_is_aligned,0
151,-1933.0582971867466,1679.1651997746371,-1677.5166402043246,253.8930974121094,0.0,1,275.9300476074219,0.9931125,5,dqn2_is_aligned,0
152,-2445.354093113712,1134.5556572006265,-1134.530632786564,1310.798435913086,0.0,1,335.5664764404297,0.9926375,10,dqn2_is_aligned,0
153,-2682.757484990586,1682.9732968191993,-1693.351165471543,999.7841881713867,0.0,1,278.3461269802517,0.99221,9,dqn2_is_aligned,0
154,-2515.7374572753497,2515.7374572753497,-2515.7374572753497,0.0,0.0,1,232.39105224609375,0.9921625,1,dqn2_is_aligned,0
155,-2491.15548216525,690.2576047238435,-690.2576047238435,1800.8978774414063,0.0,1,279.7061004638672,0.9916875,10,dqn2_is_aligned,0
156,-2076.467777501196,1211.3257706652585,-1211.3257706652585,865.1420068359374,0.0,1,319.5048319498698,0.99126,9,dqn2_is_aligned,0
157,-3274.8691214215364,998.9484819562049,-1000.5700639874549,2275.9206394653315,0.0,1,287.98812161959137,0.9906425,13,dqn2_is_aligned,0
158,-2152.49485369604,1898.3626848727977,-1897.7623430759227,254.13216882324218,0.0,1,326.5784018380301,0.99031,7,dqn2_is_aligned,0
159,-1940.7409605307066,1697.2211934408624,-1696.7869283041437,243.51976708984373,0.0,1,276.0664542061942,0.9899775,7,dqn2_is_aligned,0
160,-2737.3927259617403,752.8013509617408,-752.0606283054908,1984.5913750000002,0.0,1,286.99808284214566,0.9893125,14,dqn2_is_aligned,0
161,-1754.52065288602,1148.5485840383635,-1148.5085449758635,605.9720688476564,0.0,1,245.23633829752603,0.988885,9,dqn2_is_aligned,0
162,-4687.63267594304,1181.3219349762437,-1181.0519154449937,3506.310740966797,0.0,1,259.34544830322267,0.98841,10,dqn2_is_aligned,0
163,-1847.461774239601,1242.9128516321794,-1242.9128516321794,604.5489226074219,0.0,1,269.6103324890137,0.98803,8,dqn2_is_aligned,0
164,-2514.7625732421375,2514.7625732421375,-2514.7625732421375,0.0,0.0,1,231.92013549804688,0.9879825,1,dqn2_is_aligned,0
165,-2266.4859720682794,2189.3369772562673,-2187.9256003031423,77.14899481201171,0.0,1,283.2887535095215,0.9877925,4,dqn2_is_aligned,0
166,-2073.1347130431805,1929.2845769958174,-1929.2845769958174,143.85013604736326,0.0,1,343.9779815673828,0.9876975,2,dqn2_is_aligned,0
167,-1762.9032025774125,1004.9073515031937,-1007.4097929094437,757.9958510742188,0.0,1,300.61948013305664,0.9875075,4,dqn2_is_aligned,0
168,-2772.86572616128,568.9278069718262,-575.0687981827637,2203.937919189453,0.0,1,271.1955786810981,0.98708,9,dqn2_is_aligned,0
169,-2663.352531168078,678.0926717930774,-704.8052572422962,1985.259859375,0.0,1,286.02608900803784,0.9864625,13,dqn2_is_aligned,0
170,-2350.087253255496,670.3929154869414,-670.3929154869414,1679.6943377685545,0.0,1,255.91307576497397,0.9861775,6,dqn2_is_aligned,0
171,-1894.8283661564456,911.9760035465822,-915.1891383122072,982.8523626098632,0.0,1,252.54094848632812,0.98594,5,dqn2_is_aligned,0
172,-1966.2640251768707,1671.5792751768704,-1655.6085110167141,294.68474999999995,0.0,1,281.14913749694824,0.98556,8,dqn2_is_aligned,0
173,-1908.163140008946,1336.9375838566025,-1359.7998885441025,571.2255561523438,0.0,1,310.5556945800781,0.985465,2,dqn2_is_aligned,0
174,-2122.684172835864,894.5718329310783,-899.5767157435783,1228.1123399047854,0.0,1,267.02996622721355,0.9847525,15,dqn2_is_aligned,0
175,-2476.4680213363054,1196.969556492555,-1196.969556492555,1279.4984648437498,0.0,1,258.476900100708,0.9843725,8,dqn2_is_aligned,0
176,-1872.595463601844,1005.34586045243,-1018.8140001008675,867.2496031494139,0.0,1,227.81147384643555,0.9841825,4,dqn2_is_aligned,0
177,-1923.079991500048,1235.2449498740716,-1235.2449498740716,687.8350416259766,0.0,1,238.70374870300293,0.9838025,8,dqn2_is_aligned,0
178,-3297.8428166021044,1006.6863554204647,-1003.6596830571834,2291.1564611816398,0.0,1,266.5162607828776,0.9832325,12,dqn2_is_aligned,0
179,-2112.0201144516145,1896.029830760208,-1891.7047575180204,215.99028369140626,0.0,1,251.5250745500837,0.9829,7,dqn2_is_aligned,0
180,-1815.8706680410062,1374.9851705434476,-1369.30609339501,440.8854974975585,0.0,1,245.51204057173297,0.9823775,11,dqn2_is_aligned,0
181,-1966.3202078750737,1234.6556915176516,-1242.308157337964,731.6645163574218,0.0,1,234.9937629699707,0.9819975,8,dqn2_is_aligned,0
182,-2302.688953364483,2188.3178828078426,-2188.2878535109676,114.37107055664063,0.0,1,242.13001251220703,0.9816175,8,dqn2_is_aligned,0
183,-2337.6242901276873,2179.546080899172,-2179.546080899172,158.07820922851562,0.0,1,268.103036063058,0.981285,7,dqn2_is_aligned,0
184,-2205.555433176077,1621.6751631565453,-1628.3375777073265,583.8802700195312,0.0,1,210.81353066184303,0.9807625,11,dqn2_is_aligned,0
185,-1999.096632518175,1671.1618233140734,-1671.1618233140734,327.93480920410155,0.0,1,174.57693354288736,0.9804775,6,dqn2_is_aligned,0
186,-2017.3008956449767,1119.161676284625,-1119.161676284625,898.1392193603516,0.0,1,208.56266276041666,0.980335,3,dqn2_is_aligned,0
187,-2115.956955374998,1540.1674553749979,-1540.1674553749979,575.7895,0.0,1,249.85301208496094,0.9801925,3,dqn2_is_aligned,0
188,-2612.571992856837,824.4908927591808,-821.8282951029308,1788.0811000976562,0.0,1,213.64436776297433,0.97986,7,dqn2_is_aligned,0
189,-3489.645700240968,1702.3062002409679,-1703.3772451628429,1787.3395,0.0,1,177.75395965576172,0.9797175,3,dqn2_is_aligned,0
190,-1824.4093894958628,1321.1268882751597,-1313.6195640564097,503.2825012207031,0.0,1,214.13387298583984,0.9796225,2,dqn2_is_aligned,0
191,-2017.668528305734,925.1129273535857,-925.1129273535857,1092.5556009521486,0.0,1,181.87805620829263,0.9790525,12,dqn2_is_aligned,0
192,-2366.120707562516,2187.4754575625166,-2187.4754575625166,178.64524999999998,0.0,1,208.69937133789062,0.978815,5,dqn2_is_aligned,0
193,-2487.843939325121,1701.6120827577383,-1662.3216774843008,786.2318565673828,0.0,1,197.64728546142578,0.97872,2,dqn2_is_aligned,0
194,-2135.9094346136735,1641.6500725531262,-1637.6032585882824,494.25936206054683,0.0,1,152.62337799072264,0.9784825,5,dqn2_is_aligned,0
195,-2719.1394228219096,697.0890932320664,-697.0690737008164,2022.050329589844,0.0,1,195.6676691228693,0.97796,11,dqn2_is_aligned,0
196,-2502.9875183105332,2502.9875183105332,-2502.9875183105332,0.0,0.0,1,205.2727508544922,0.9779125,1,dqn2_is_aligned,0
197,-1822.686675442867,1092.4359596225545,-1092.4359596225545,730.2507158203124,0.0,1,163.78797817230225,0.9775325,8,dqn2_is_aligned,0
198,-4123.472620725242,730.4089537330553,-734.5129576393053,3393.063666992188,0.0,1,162.5830938165838,0.97701,11,dqn2_is_aligned,0
199,-2509.6124267577125,2509.6124267577125,-2509.6124267577125,0.0,0.0,1,193.13197326660156,0.9769625,1,dqn2_is_aligned,0
200,-3462.9400189616945,1188.4973828532948,-1205.0417554118885,2274.4426361083993,0.0,1,159.96562899076022,0.976345,13,dqn2_is_aligned,0
