episode,step,t,remaining_inventory,action,exec_price,mid_price,reward,env_reward,is_twap,executed_qty,forced_qty,step_is,hold_penalty,leftover_penalty
0,0,1,857.0,2,1006.3251076719665,1006.6849975585938,-914.1932966954087,-51.46425378769379,0,143.0,0.0,51.46425378769379,862.7290429077149,0.0
0,1,2,857.0,0,1006.6749877929688,1006.6749877929688,-862.7290429077149,-0.0,0,0.0,0.0,0.0,862.7290429077149,0.0
0,2,3,367.0,8,1005.3958251562957,1006.6649780273438,-991.3383009175483,-631.6944771260444,0,490.0,0.0,621.8849068135444,369.4533941040039,0.0
0,3,4,131.0,9,1005.9117409575348,1006.6649780273438,-309.63968315509055,-182.48855784991474,0,236.0,0.0,177.76394847491474,131.87573468017578,0.0
0,4,5,56.0,8,1006.2575303774872,1006.6649780273438,-86.9329336025204,-32.06003858298914,0,75.0,0.0,30.558573739239137,56.37435986328125,0.0
0,5,6,52.0,1,1006.4273457459717,1006.6749877929688,-53.33818806103505,-1.030607250488174,0,4.0,0.0,0.990568187988174,52.347619873046874,0.0
0,6,7,48.0,1,1006.4263390709839,1006.6749877929688,-49.315474770751955,-1.0346339504394564,0,4.0,0.0,0.9945948879394564,48.3208798828125,0.0
0,7,8,21.0,8,1006.3574418765564,1006.6649780273438,-29.44386101998795,-8.844003415007478,0,27.0,0.0,8.303476071257478,21.14038494873047,0.0
0,8,9,1.0,13,1006.3682635250702,1006.6649780273438,-6.940975043028928,-6.334680670470334,0,20.0,0.0,5.934290045470334,1.0066849975585939,0.0
0,9,10,0.0,3,1006.4110467866363,1006.6649780273438,-0.25393124070740214,-0.27395077195740214,0,1.0,0.0,0.25393124070740214,0.0,0.0
1,0,1,357.0,9,1004.2181421748352,1005.8350219726562,-1398.7368128431865,-1039.6537099989482,0,643.0,0.0,1039.6537099989482,359.0831028442383,0.0
1,1,2,127.0,9,1005.0949788552398,1005.8350219726562,-297.95096479631366,-170.20991700578634,0,230.0,0.0,170.20991700578634,127.74104779052735,0.0
1,2,3,127.0,0,1005.8350219726562,1005.8350219726562,-127.74104779052735,0.0,0,0.0,0.0,0.0,127.74104779052735,0.0
1,3,4,127.0,0,1005.8350219726562,1005.8350219726562,-127.74104779052735,0.0,0,0.0,0.0,0.0,127.74104779052735,0.0
1,4,5,109.0,2,1005.5702359031219,1005.8350219726562,-114.40216664663788,-4.766149251618344,0,18.0,0.0,4.766149251618344,109.63601739501954,0.0
1,5,6,93.0,2,1005.570738820633,1005.8350219726562,-97.77118747582931,-4.228530432372281,0,16.0,0.0,4.228530432372281,93.54265704345703,0.0
1,6,7,33.0,9,1005.456073628128,1005.8350219726562,-55.9294563967912,-22.736900671693547,0,60.0,0.0,22.736900671693547,33.192555725097655,0.0
1,7,8,2.0,13,1005.5139091418915,1005.8350219726562,-11.96616779765159,-9.954497753706278,0,31.0,0.0,9.954497753706278,2.0116700439453123,0.0
1,8,9,1.0,1,1005.5815515471191,1005.8350219726562,-1.2593054475097587,-0.25347042553710253,0,1.0,0.0,0.25347042553710253,1.0058350219726562,0.0
1,9,10,0.0,10,1005.5813000883637,1005.8350219726562,-0.2537218842925313,-0.2537218842925313,0,1.0,0.0,0.2537218842925313,0.0,0.0
2,0,1,929.0,1,1003.4468565625,1003.625,-945.0158090625009,-12.648184062500832,0,71.0,0.0,12.648184062500832,932.3676250000001,0.0
2,1,2,863.0,1,1003.44158753125,1003.625,-878.2335979375014,-12.105222937501367,0,66.0,0.0,12.105222937501367,866.128375,0.0
2,2,3,308.0,9,1002.19809615625,1003.625,-1101.0481332812406,-791.9316332812406,0,555.0,0.0,791.9316332812406,309.1165,0.0
2,3,4,88.0,10,1002.899379125,1003.625,-247.9555925000009,-159.63659250000092,0,220.0,0.0,159.63659250000092,88.31899999999999,0.0
2,4,5,13.0,12,1003.2079938125,1003.625,-44.32258906249735,-31.27546406249735,0,75.0,0.0,31.27546406249735,13.047125,0.0
2,5,6,5.0,9,1003.3572830312501,1003.625,-7.159860749999498,-2.141735749999498,0,8.0,0.0,2.141735749999498,5.018125,0.0
2,6,7,3.0,5,1003.3703301562499,1003.625,-3.520214687500187,-0.5093396875001872,0,2.0,0.0,0.5093396875001872,3.010875,0.0
2,7,8,0.0,12,1003.3673192812499,1003.625,-0.7730421562501988,-0.7730421562501988,0,3.0,0.0,0.7730421562501988,0.0,0.0
3,0,1,143.0,12,1003.7299011322021,1005.885009765625,-1990.7696552398718,-1846.9280988433875,0,857.0,0.0,1846.9280988433875,143.84155639648435,0.0
3,1,2,51.0,9,1005.4381453500366,1005.885009765625,-92.41166173217778,-41.111526234130906,0,92.0,0.0,41.111526234130906,51.30013549804687,0.0
3,2,3,25.0,7,1005.5809810214234,1005.885009765625,-33.05187259338118,-7.904747349240552,0,26.0,0.0,7.904747349240552,25.147125244140625,0.0
3,3,4,5.0,11,1005.5895310440063,1005.885009765625,-10.9389994812017,-5.909574432373574,0,20.0,0.0,5.909574432373574,5.029425048828125,0.0
3,4,5,2.0,9,1005.6272517318725,1005.885009765625,-2.785044120788607,-0.773274101257357,0,3.0,0.0,0.773274101257357,2.0117700195312502,0.0
3,5,6,1.0,1,1005.631526743164,1005.885009765625,-1.2593680322265801,-0.253483022460955,0,1.0,0.0,0.253483022460955,1.0058850097656251,0.0
3,6,7,0.0,2,1005.6312752719117,1005.885009765625,-0.2537344937132957,-0.2537344937132957,0,1.0,0.0,0.2537344937132957,0.0,0.0
4,0,1,857.0,2,999.4475623908996,999.8049926757812,-907.9454094612156,-51.11253073807109,0,143.0,0.0,51.11253073807109,856.8328787231445,0.0
4,1,2,490.0,6,998.861928790329,999.8150024414062,-839.6824763564878,-346.1044459609799,0,367.0,0.0,349.7780299453549,489.9044464111328,0.0
4,2,3,140.0,10,998.85262585083,999.85498046875,-490.7968152466063,-333.3283887329344,0,350.0,0.0,350.8241162719969,139.9726989746094,0.0
4,3,4,60.0,8,999.400079215393,999.8150024414062,-93.18215764160522,-32.39307683105835,0,80.0,0.0,33.19385808105835,59.98829956054687,0.0
4,4,5,0.0,14,999.4600303894043,999.844970703125,-23.096418823240583,-20.697737182615583,0,60.0,0.0,23.096418823240583,0.0,0.0
5,0,1,643.0,5,1004.8373668771362,1005.7349853515625,-967.137390951237,-320.4497953701823,0,357.0,0.0,320.4497953701823,646.6875955810547,0.0
5,1,2,230.0,9,1004.6068021317443,1005.7349853515625,-697.2587164157749,-465.9396697849155,0,413.0,0.0,465.9396697849155,231.3190466308594,0.0
5,2,3,33.0,12,1005.0460568865966,1005.7349853515625,-168.9081621148834,-135.71890759828182,0,197.0,0.0,135.71890759828182,33.189254516601565,0.0
5,3,4,2.0,13,1005.413904457489,1005.7349853515625,-11.964977686980852,-9.953507716277727,0,31.0,0.0,9.953507716277727,2.011469970703125,0.0
5,4,5,1.0,4,1005.4815401352539,1005.7349853515625,-1.259180201660154,-0.2534452163085916,0,1.0,0.0,0.2534452163085916,1.0057349853515625,0.0
5,5,6,0.0,10,1005.4812887015077,1005.7349853515625,-0.25369665005484876,-0.25369665005484876,0,1.0,0.0,0.25369665005484876,0.0,0.0
6,0,1,214.0,11,1004.18786384552,1006.1649780273438,-1769.3310522112863,-1554.0117469134348,0,786.0,0.0,1554.0117469134348,215.31930529785157,0.0
6,1,2,61.0,10,1005.557459579956,1006.1400146484375,-150.50698913733703,-92.9503224503253,0,153.0,0.0,89.13092547766905,61.37606365966797,0.0
6,2,3,17.0,10,1005.77813840625,1006.125,-32.366714751463235,-17.020943328123394,0,44.0,0.0,15.261910124998394,17.104804626464844,0.0
6,3,4,12.0,4,1005.855161038147,1006.114990234375,-13.373125717468112,-1.5490849459837364,0,5.0,0.0,1.2991459811399864,12.073979736328125,0.0
6,4,5,0.0,14,1005.8362963820801,1006.114990234375,-3.344326227538204,-3.944179743163204,0,12.0,0.0,3.344326227538204,0.0,0.0
7,0,1,1000.0,0,1000.9149780273438,1000.9149780273438,-1000.9149780273438,0.0,0,0.0,0.0,0.0,1000.9149780273438,0.0
7,1,2,643.0,5,1000.0316622413635,1000.9249877929688,-962.5055527946541,-315.34373559494713,0,357.0,0.0,318.91722192307213,643.588330871582,0.0
7,2,3,597.0,1,1000.720548864212,1000.9249877929688,-606.9504326051351,-8.943741504060881,0,46.0,0.0,9.404190722810881,597.5462418823242,0.0
7,3,4,469.0,3,1000.5038486043549,1000.9249877929688,-523.3349408374024,-52.62456614257826,0,128.0,0.0,53.90581614257826,469.42912469482417,0.0
7,4,5,402.0,2,1000.6244600653839,1000.9249877929688,-422.5031789151762,-19.464703451308992,0,67.0,0.0,20.135357748183992,402.3678211669922,0.0
7,5,6,230.0,6,1000.3549557275086,1000.9349975585938,-329.977639892938,-96.32383557164894,0,172.0,0.0,99.76719494664894,230.21044494628907,0.0
7,6,7,16.0,13,1000.1968148643493,1000.9249877929688,-171.8436463729923,-153.6869168808048,0,214.0,0.0,155.8290067245548,16.0146396484375,0.0
7,7,8,14.0,2,1000.6637483678588,1000.9149780273438,-14.515269011352654,-0.5024593189698408,0,2.0,0.0,0.5024593189698408,14.012809692382813,0.0
7,8,9,6.0,8,1000.6482341856995,1000.9149780273438,-8.139440601318114,-2.1339507331540517,0,8.0,0.0,2.1339507331540517,6.005489868164062,0.0
7,9,10,5.0,2,1000.6637483678588,1000.9149780273438,-5.255804549621639,-0.2512296594849204,0,1.0,0.0,0.2512296594849204,5.004574890136719,0.0
7,10,11,0.0,13,1000.61352140625,1000.875,-1.307392968749923,-1.507283105468673,0,5.0,0.0,1.307392968749923,0.0,0.0
