episode,step,t,remaining_inventory,action,exec_price,mid_price,reward,is_twap,executed_qty,forced_qty,step_is
0,0,1,375.0,1,99.92755239145967,99.95887932169568,-3.9158662795006904,0,125.0,0.0,3.9158662795006904
0,1,2,375.0,0,nan,95.32000000000001,-1.293103448275862,0,0.0,0.0,0.0
0,2,3,0.0,4,95.42942175345956,95.46000000000001,-11.46684245266627,0,375.0,0.0,11.46684245266627
1,0,1,0.0,4,99.7654840621495,99.79583399371525,-15.174965782875915,0,500.0,0.0,15.174965782875915
2,0,1,0.0,4,99.72082395498504,99.75154818594366,-15.362115479312877,0,500.0,0.0,15.362115479312877
3,0,1,500.0,0,nan,99.88272921140229,-0.0,0,0.0,0.0,0.0
3,1,2,500.0,0,nan,100.08,-1.7241379310344827,0,0.0,0.0,0.0
3,2,3,0.0,4,100.13250880037542,100.16,-13.745599812288845,0,500.0,0.0,13.745599812288845
4,0,1,0.0,4,100.15254011537925,100.1837081617879,-15.584023204326058,0,500.0,0.0,15.584023204326058
5,0,1,375.0,1,100.08152931319562,100.11123826319329,-3.713618749708658,0,125.0,0.0,3.713618749708658
5,1,2,0.0,4,95.20287679481613,95.23,-10.171201943951047,0,375.0,0.0,10.171201943951047
6,0,1,0.0,4,100.11294106668366,100.14370959629633,-15.384264806336034,0,500.0,0.0,15.384264806336034
7,0,1,500.0,0,nan,99.76397645005784,-0.0,0,0.0,0.0,0.0
7,1,2,500.0,0,nan,99.68,-1.7241379310344827,0,0.0,0.0,0.0
7,2,3,375.0,1,99.52130162651086,99.56,-7.423503582694247,0,125.0,0.0,4.837296686142523
7,3,4,281.0,1,94.55436614157384,94.59,-6.2564792437837795,0,94.0,0.0,3.3495826920596414
7,4,5,0.0,4,90.92291239401489,90.95,-7.611617281817644,0,281.0,0.0,7.611617281817644
8,0,1,375.0,1,99.75432139445647,99.78536904657113,-3.880956514333178,0,125.0,0.0,3.880956514333178
8,1,2,0.0,4,95.08717374809876,95.12,-12.309844462965458,0,375.0,0.0,12.309844462965458
9,0,1,250.0,2,100.12422309719561,100.15590311848356,-7.920005321988555,0,250.0,0.0,7.920005321988555
9,1,2,250.0,0,nan,90.72,-0.8620689655172413,0,0.0,0.0,0.0
9,2,3,0.0,4,90.7878211598837,90.82000000000001,-8.044710029075475,0,250.0,0.0,8.044710029075475
10,0,1,0.0,4,99.88587016458281,99.91900427271197,-16.56705406458059,0,500.0,0.0,16.56705406458059
11,0,1,250.0,2,100.06716312327174,100.1010765486892,-8.478356354366667,0,250.0,0.0,8.478356354366667
11,1,2,62.0,3,90.67369654338573,90.71000000000001,-7.038842946932399,0,188.0,0.0,6.825049843484123
11,2,3,46.0,1,84.25196190636204,84.28,-0.7658508775177058,0,16.0,0.0,0.44860949820736096
11,3,4,34.0,1,83.7947232683488,83.82000000000001,-0.6550449177454762,0,12.0,0.0,0.3033207798144417
11,4,5,17.0,2,83.45416082349595,83.48,-0.6737487591895395,0,17.0,0.0,0.4392660005688498
11,5,6,9.0,2,83.06151527546281,83.09,-0.38305021009065165,0,8.0,0.0,0.22787779629754823
11,6,7,5.0,2,82.90040007383969,82.93,-0.22184798050333177,0,4.0,0.0,0.11839970464126282
11,7,8,5.0,0,nan,83.05,-0.1206896551724138,0,0.0,0.0,0.0
11,8,9,1.0,3,83.19328246491806,83.22,-0.13445634722432315,0,4.0,0.0,0.10687014032777142
11,9,10,0.0,2,83.03979704305401,83.07000000000001,-0.03020295694599895,0,1.0,0.0,0.03020295694599895
12,0,1,125.0,3,100.03314369490178,100.06237862209694,-10.96309769818582,0,375.0,0.0,10.96309769818582
12,1,2,125.0,0,nan,86.21000000000001,-0.43103448275862066,0,0.0,0.0,0.0
12,2,3,0.0,4,86.34176898866606,86.37,-3.528876416742932,0,125.0,0.0,3.528876416742932
13,0,1,250.0,2,100.18202013110536,100.20953021794273,-6.87752170934175,0,250.0,0.0,6.87752170934175
13,1,2,125.0,2,90.67826266681469,90.71000000000001,-4.398201130923498,0,125.0,0.0,3.967166648164877
13,2,3,0.0,4,86.31821206990342,86.35000000000001,-3.9734912620730256,0,125.0,0.0,3.9734912620730256
14,0,1,500.0,0,nan,99.73205031440332,-0.0,0,0.0,0.0,0.0
14,1,2,250.0,2,99.50151659054363,99.53,-7.982921329609897,0,250.0,0.0,7.120852364092656
14,2,3,250.0,0,nan,89.83,-1.7241379310344827,0,0.0,0.0,0.0
14,3,4,125.0,2,89.82530724120186,89.86,-5.629698298043867,0,125.0,0.0,4.336594849768005
14,4,5,31.0,3,85.32087525261522,85.35000000000001,-3.1653124610663093,0,94.0,0.0,2.7377262541697576
14,5,6,8.0,3,82.21750269282231,82.25,-0.8853690995696837,0,23.0,0.0,0.747438065086925
14,6,7,4.0,2,81.28775849943789,81.32000000000001,-0.2117246229381447,0,4.0,0.0,0.12896600224848953
14,7,8,1.0,3,81.02154657171005,81.05,-0.10949821590433279,0,3.0,0.0,0.08536028486985003
14,8,9,0.0,4,80.8177932688735,80.85000000000001,-0.03220673112650729,0,1.0,0.0,0.03220673112650729
15,0,1,500.0,0,nan,99.80465964909155,-0.0,0,0.0,0.0,0.0
15,1,2,250.0,2,100.00127959273281,100.03,-8.042170782313978,0,250.0,0.0,7.180101816796736
15,2,3,188.0,1,90.79016467855224,90.82000000000001,-3.1463416538992313,0,62.0,0.0,1.8497899297613003
15,3,4,47.0,3,88.53799356649922,88.57000000000001,-4.9991140201621,0,141.0,0.0,4.5129071236103755
15,4,5,12.0,3,83.84205376994709,83.87,-1.143635293231474,0,35.0,0.0,0.9781180518521637
15,5,6,6.0,2,82.81051011601804,82.84,-0.28038757975386863,0,6.0,0.0,0.17693930389179968
15,6,7,2.0,3,82.81727610903732,82.85000000000001,-0.17227487419557033,0,4.0,0.0,0.13089556385074275
15,7,8,1.0,2,82.72154550580747,82.75,-0.05259242522701319,0,1.0,0.0,0.028454494192530433
15,8,9,0.0,2,82.74842634319256,82.78,-0.03157365680743851,0,1.0,0.0,0.03157365680743851
16,0,1,125.0,3,99.95228985338491,99.99130150182002,-14.629368163165068,0,375.0,0.0,14.629368163165068
16,1,2,94.0,1,85.99784045490108,86.03,-1.321083829101025,0,31.0,0.0,0.9969458980665422
16,2,3,70.0,1,84.8154634616969,84.85000000000001,-1.3116355399644175,0,24.0,0.0,0.8288769192747623
16,3,4,52.0,1,83.86253116428901,83.89,-1.0323700772805948,0,18.0,0.0,0.49443904279783624
16,4,5,0.0,4,83.09412867274459,83.12,-1.345309017281636,0,52.0,0.0,1.345309017281636
17,0,1,250.0,2,99.79706758982726,99.82555147596129,-7.120971533506548,0,250.0,0.0,7.120971533506548
17,1,2,62.0,3,90.09737373670022,90.13,-6.347530603806043,0,188.0,0.0,6.133737500357768
17,2,3,0.0,4,83.53823979163617,83.57000000000001,-1.9691329185577615,0,62.0,0.0,1.9691329185577615
18,0,1,375.0,1,99.88168460376072,99.92026029693059,-4.821961646234385,0,125.0,0.0,4.821961646234385
18,1,2,0.0,4,95.09308447575235,95.13,-13.843321592867497,0,375.0,0.0,13.843321592867497
