episode,episode_reward,episode_is,completed,steps,epsilon,strategy,is_twap
74,-2519.7874450683457,2519.7874450683457,1,1,0.0,immediate,0
75,-2518.2374572752906,2518.2374572752906,1,1,0.0,immediate,0
76,-2518.887481689376,2518.887481689376,1,1,0.0,immediate,0
77,-2517.062530517478,2517.062530517478,1,1,0.0,immediate,0
78,-2517.7624511718477,2517.7624511718477,1,1,0.0,immediate,0
79,-2519.6624755858466,2519.6624755858466,1,1,0.0,immediate,0
80,-2517.0375061034065,2517.0375061034065,1,1,0.0,immediate,0
81,-2515.5125427245366,2515.5125427245366,1,1,0.0,immediate,0
82,-2520.4875183104605,2520.4875183104605,1,1,0.0,immediate,0
83,-2517.062530517478,2517.062530517478,1,1,0.0,immediate,0
84,-2518.7625122069903,2518.7625122069903,1,1,0.0,immediate,0
85,-2515.387573242151,2515.387573242151,1,1,0.0,immediate,0
86,-2519.6624755858466,2519.6624755858466,1,1,0.0,immediate,0
87,-2518.9874267578034,2518.9874267578034,1,1,0.0,immediate,0
88,-2515.387573242151,2515.387573242151,1,1,0.0,immediate,0
89,-2520.7124328612736,2520.7124328612736,1,1,0.0,immediate,0
90,-2520.512542724532,2520.512542724532,1,1,0.0,immediate,0
91,-2516.8124389647346,2516.8124389647346,1,1,0.0,immediate,0
92,-2519.6624755858466,2519.6624755858466,1,1,0.0,immediate,0
93,-2519.4999694823537,2519.4999694823537,1,1,0.0,immediate,0
94,-2517.3875427245775,2517.3875427245775,1,1,0.0,immediate,0
95,-2515.5125427245366,2515.5125427245366,1,1,0.0,immediate,0
96,-2516.462554931536,2516.462554931536,1,1,0.0,immediate,0
97,-2517.46246337882,2517.46246337882,1,1,0.0,immediate,0
98,-2519.2124938964753,2519.2124938964753,1,1,0.0,immediate,0
99,-2516.437530517578,2516.437530517578,1,1,0.0,immediate,0
100,-2520.237426757717,2520.237426757717,1,1,0.0,immediate,0
101,-2518.262481689362,2518.262481689362,1,1,0.0,immediate,0
102,-2516.687469482349,2516.687469482349,1,1,0.0,immediate,0
103,-2517.062530517478,2517.062530517478,1,1,0.0,immediate,0
104,-2515.3124999999363,2515.3124999999363,1,1,0.0,immediate,0
105,-2520.8624267577306,2520.8624267577306,1,1,0.0,immediate,0
106,-2518.6500549316406,2518.6500549316406,1,1,0.0,immediate,0
107,-2520.9875488280886,2520.9875488280886,1,1,0.0,immediate,0
108,-2517.3124694823628,2517.3124694823628,1,1,0.0,immediate,0
109,-2520.5624389648165,2520.5624389648165,1,1,0.0,immediate,0
110,-2520.212554931618,2520.212554931618,1,1,0.0,immediate,0
111,-2516.087493896407,2516.087493896407,1,1,0.0,immediate,0
112,-2515.987548828093,2515.987548828093,1,1,0.0,immediate,0
113,-2516.9624328613054,2516.9624328613054,1,1,0.0,immediate,0
114,-2519.687499999918,2519.687499999918,1,1,0.0,immediate,0
115,-2520.512542724532,2520.512542724532,1,1,0.0,immediate,0
116,-2518.3125305175054,2518.3125305175054,1,1,0.0,immediate,0
117,-2520.7124328612736,2520.7124328612736,1,1,0.0,immediate,0
118,-2515.387573242151,2515.387573242151,1,1,0.0,immediate,0
119,-2517.5375366210346,2517.5375366210346,1,1,0.0,immediate,0
120,-2515.537567138608,2515.537567138608,1,1,0.0,immediate,0
121,-2517.6124572753906,2517.6124572753906,1,1,0.0,immediate,0
122,-2516.6624450682775,2516.6624450682775,1,1,0.0,immediate,0
123,-2518.5374450683184,2518.5374450683184,1,1,0.0,immediate,0
124,-2515.2374267577216,2515.2374267577216,1,1,0.0,immediate,0
125,-2520.6875610350608,2520.6875610350608,1,1,0.0,immediate,0
126,-2515.924987792914,2515.924987792914,1,1,0.0,immediate,0
127,-2519.437561035147,2519.437561035147,1,1,0.0,immediate,0
128,-2515.2125549316224,2515.2125549316224,1,1,0.0,immediate,0
129,-2519.637451171775,2519.637451171775,1,1,0.0,immediate,0
130,-2515.387573242151,2515.387573242151,1,1,0.0,immediate,0
131,-2517.1874999999773,2517.1874999999773,1,1,0.0,immediate,0
132,-2515.5125427245366,2515.5125427245366,1,1,0.0,immediate,0
133,-2517.3124694823628,2517.3124694823628,1,1,0.0,immediate,0
134,-2516.087493896407,2516.087493896407,1,1,0.0,immediate,0
135,-2518.5499572753542,2518.5499572753542,1,1,0.0,immediate,0
136,-2520.5624389648165,2520.5624389648165,1,1,0.0,immediate,0
137,-2517.1874999999773,2517.1874999999773,1,1,0.0,immediate,0
138,-2515.9124755858784,2515.9124755858784,1,1,0.0,immediate,0
139,-2520.737457275345,2520.737457275345,1,1,0.0,immediate,0
140,-2519.7874450683457,2519.7874450683457,1,1,0.0,immediate,0
141,-2520.4750061034247,2520.4750061034247,1,1,0.0,immediate,0
142,-2517.412567138649,2517.412567138649,1,1,0.0,immediate,0
143,-2515.924987792914,2515.924987792914,1,1,0.0,immediate,0
144,-2518.6625671385627,2518.6625671385627,1,1,0.0,immediate,0
145,-2516.862487792878,2516.862487792878,1,1,0.0,immediate,0
146,-2517.212524414049,2517.212524414049,1,1,0.0,immediate,0
147,-2517.5375366210346,2517.5375366210346,1,1,0.0,immediate,0
148,-2519.8124694824173,2519.8124694824173,1,1,0.0,immediate,0
149,-2519.7375488280613,2519.7375488280613,1,1,0.0,immediate,0
150,-2518.8374328612326,2518.8374328612326,1,1,0.0,immediate,0
151,-2515.9124755858784,2515.9124755858784,1,1,0.0,immediate,0
152,-2520.7124328612736,2520.7124328612736,1,1,0.0,immediate,0
153,-2520.149993896439,2520.149993896439,1,1,0.0,immediate,0
154,-2519.6624755858466,2519.6624755858466,1,1,0.0,immediate,0
155,-2516.0125732421648,2516.0125732421648,1,1,0.0,immediate,0
156,-2515.387573242151,2515.387573242151,1,1,0.0,immediate,0
157,-2516.687469482349,2516.687469482349,1,1,0.0,immediate,0
158,-2516.762542724564,2516.762542724564,1,1,0.0,immediate,0
159,-2520.5624389648165,2520.5624389648165,1,1,0.0,immediate,0
160,-2519.487457275318,2519.487457275318,1,1,0.0,immediate,0
161,-2516.1125183104787,2516.1125183104787,1,1,0.0,immediate,0
162,-2520.1124572753315,2520.1124572753315,1,1,0.0,immediate,0
163,-2520.212554931618,2520.212554931618,1,1,0.0,immediate,0
164,-2520.237426757717,2520.237426757717,1,1,0.0,immediate,0
165,-2516.8124389647346,2516.8124389647346,1,1,0.0,immediate,0
166,-2520.7124328612736,2520.7124328612736,1,1,0.0,immediate,0
167,-2516.5624999999636,2516.5624999999636,1,1,0.0,immediate,0
168,-2519.162445068332,2519.162445068332,1,1,0.0,immediate,0
169,-2521.2374877928596,2521.2374877928596,1,1,0.0,immediate,0
170,-2516.8124389647346,2516.8124389647346,1,1,0.0,immediate,0
171,-2516.587524414035,2516.587524414035,1,1,0.0,immediate,0
172,-2519.6624755858466,2519.6624755858466,1,1,0.0,immediate,0
173,-2520.375061035111,2520.375061035111,1,1,0.0,immediate,0
174,-2517.1624755859057,2517.1624755859057,1,1,0.0,immediate,0
175,-2519.5625305175327,2519.5625305175327,1,1,0.0,immediate,0
176,-2519.637451171775,2519.637451171775,1,1,0.0,immediate,0
177,-2516.437530517578,2516.437530517578,1,1,0.0,immediate,0
178,-2519.037475585833,2519.037475585833,1,1,0.0,immediate,0
179,-2518.262481689362,2518.262481689362,1,1,0.0,immediate,0
180,-2516.5624999999636,2516.5624999999636,1,1,0.0,immediate,0
181,-2515.987548828093,2515.987548828093,1,1,0.0,immediate,0
182,-2516.0125732421648,2516.0125732421648,1,1,0.0,immediate,0
183,-2517.7624511718477,2517.7624511718477,1,1,0.0,immediate,0
184,-2520.237426757717,2520.237426757717,1,1,0.0,immediate,0
185,-2520.8624267577306,2520.8624267577306,1,1,0.0,immediate,0
186,-2517.3124694823628,2517.3124694823628,1,1,0.0,immediate,0
187,-2520.1875305175463,2520.1875305175463,1,1,0.0,immediate,0
188,-2519.7125244139897,2519.7125244139897,1,1,0.0,immediate,0
189,-2519.762573242133,2519.762573242133,1,1,0.0,immediate,0
190,-2520.462493896389,2520.462493896389,1,1,0.0,immediate,0
191,-2516.0125732421648,2516.0125732421648,1,1,0.0,immediate,0
192,-2516.024932861228,2516.024932861228,1,1,0.0,immediate,0
193,-2518.8374328612326,2518.8374328612326,1,1,0.0,immediate,0
194,-2517.962493896448,2517.962493896448,1,1,0.0,immediate,0
195,-2520.7624816894167,2520.7624816894167,1,1,0.0,immediate,0
196,-2517.0375061034065,2517.0375061034065,1,1,0.0,immediate,0
197,-2518.8125610351335,2518.8125610351335,1,1,0.0,immediate,0
198,-2516.1874389648347,2516.1874389648347,1,1,0.0,immediate,0
199,-2516.1125183104787,2516.1125183104787,1,1,0.0,immediate,0
